journalEntryId,batchId,targetUnitId,targetField,timestamp,query,searchResultChosen,actualOpenedUrl,sourceOpened,accepted,rejectionReason,title,organization,publisher,locator,boundedContext,sourceFact
JRN_R02_B01_SPC_NEOFELIS_NEBULOSA_PERSONALITY_ID_001,R02_B01,SPC_NEOFELIS_NEBULOSA,personalityId,2026-08-19T19:40:04Z,Neofelis nebulosa exact species behavior habitat climbing hunting Smithsonian,Clouded leopard | Smithsonian's National Zoo,https://nationalzoo.si.edu/animals/clouded-leopard,true,true,,Clouded leopard,Smithsonian's National Zoo and Conservation Biology Institute,Smithsonian Institution,"Food/Eating Habits, lines 38-40",Clouded leopards ambush prey from trees or stalk from the ground; their morphology permits them to subdue sizeable prey.,Neofelis nebulosa uses ambush and stalking tactics to hunt.
JRN_R02_B01_SPC_NEOFELIS_NEBULOSA_TERRAIN_BROAD_001,R02_B01,SPC_NEOFELIS_NEBULOSA,terrainBroad,2026-08-19T19:40:04Z,Neofelis nebulosa exact species behavior habitat climbing hunting Smithsonian,Clouded leopard | Smithsonian's National Zoo,https://nationalzoo.si.edu/animals/clouded-leopard,true,true,,Clouded leopard,Smithsonian's National Zoo and Conservation Biology Institute,Smithsonian Institution,"Native Habitat, lines 28-30","The species prefers lowland tropical rain forest but also occupies dry woodland, secondary forest, mangrove swamp, and Himalayan foothills.","Natural mappings are forest, mountain, and wetland."
JRN_R02_B01_SPC_NEOFELIS_NEBULOSA_TERRAIN_SPECIFIC_001,R02_B01,SPC_NEOFELIS_NEBULOSA,terrainSpecific,2026-08-19T19:40:04Z,Neofelis nebulosa exact species behavior habitat climbing hunting Smithsonian,Clouded leopard | Smithsonian's National Zoo,https://nationalzoo.si.edu/animals/clouded-leopard,true,true,,Clouded leopard,Smithsonian's National Zoo and Conservation Biology Institute,Smithsonian Institution,"Physical Description and Native Habitat, lines 19-21 and 28-30","Rain forest, dry woodland, mangrove swamp, Himalayan foothills, and specialized branch-climbing are explicit.","Controlled mappings supported are rain forest, woodland, mangrove, swamp, montane forest, and canopy."
JRN_R02_B01_SPC_NYCTEREUTES_PROCYONOIDES_PERSONALITY_ID_001,R02_B01,SPC_NYCTEREUTES_PROCYONOIDES,personalityId,2026-08-19T19:43:56Z,Nyctereutes procyonoides exact species parental care habitat,Ranging and parental care of the raccoon dog Nyctereutes procyonoides during pup rearing,https://fis.tu-dresden.de/portal/en/publications/ranging-and-parental-care-of-the-raccoon-dog-nyctereutes-procyonoides-during-pup-rearing%28f4b34c65-761e-4b4a-b986-097aebdae3c9%29.html,true,true,,Ranging and parental care of the raccoon dog Nyctereutes procyonoides during pup rearing,TU Dresden Research Portal,Acta Theriologica,"Abstract, lines 30-32","During pup rearing, males spent more time alone with pups, carried prey to the den for the female and litter, and guarded while females foraged.",Nyctereutes procyonoides males provision and guard pups as part of parental division of labor.
JRN_R02_B01_SPC_NYCTEREUTES_PROCYONOIDES_TERRAIN_BROAD_001,R02_B01,SPC_NYCTEREUTES_PROCYONOIDES,terrainBroad,2026-08-19T19:43:56Z,Nyctereutes procyonoides habitat forests river valleys wetlands Poland government,Nyctereutes procyonoides - jenot,https://www.gov.pl/web/gdos/nyctereutes-procyonoides---jenot,true,true,,Nyctereutes procyonoides - jenot,General Directorate for Environmental Protection,Government of Poland,"Habitat section, lines 116-122","The government species account lists forests, river valleys, and wetlands among the raccoon dog's habitats.","Natural broad mappings supported are forest, freshwater, and wetland."
JRN_R02_B01_SPC_NYCTEREUTES_PROCYONOIDES_TERRAIN_SPECIFIC_001,R02_B01,SPC_NYCTEREUTES_PROCYONOIDES,terrainSpecific,2026-08-19T19:43:56Z,Nyctereutes procyonoides habitat forests river valleys wetlands Poland government,Nyctereutes procyonoides - jenot,https://www.gov.pl/web/gdos/nyctereutes-procyonoides---jenot,true,true,,Nyctereutes procyonoides - jenot,General Directorate for Environmental Protection,Government of Poland,"Habitat section, lines 116-122","The exact-species account explicitly identifies forests, river valleys, and wet areas; controlled natural mappings use woodland, river, and marsh.","Controlled specific mappings supported are woodland, river, and marsh."
JRN_R02_B01_SPC_ODOBENUS_ROSMARUS_PERSONALITY_ID_001,R02_B01,SPC_ODOBENUS_ROSMARUS,personalityId,2026-08-19T19:43:57Z,Odobenus rosmarus exact species social herds habitat,Odobenus rosmarus (walrus) | Animal Diversity Web,https://animaldiversity.org/accounts/Odobenus_rosmarus/,true,true,,Odobenus rosmarus (walrus),"Animal Diversity Web, University of Michigan Museum of Zoology",Regents of the University of Michigan,"Behavior, lines 168-177","Walruses are social, remain in same-sex herds, and sometimes form groups numbering hundreds to thousands.",Odobenus rosmarus forms persistent and very large social herds.
JRN_R02_B01_SPC_ODOBENUS_ROSMARUS_TERRAIN_BROAD_001,R02_B01,SPC_ODOBENUS_ROSMARUS,terrainBroad,2026-08-19T19:43:57Z,Odobenus rosmarus exact species social herds habitat,Odobenus rosmarus (walrus) | Animal Diversity Web,https://animaldiversity.org/accounts/Odobenus_rosmarus/,true,true,,Odobenus rosmarus (walrus),"Animal Diversity Web, University of Michigan Museum of Zoology",Regents of the University of Michigan,"Habitat, lines 50-62","Walruses inhabit Arctic ice, prefer shallow marine water, spend most of their time in or around water, and use coastal beaches.","Natural broad mappings supported are ocean, coastal, and polar ice."
JRN_R02_B01_SPC_ODOBENUS_ROSMARUS_TERRAIN_SPECIFIC_001,R02_B01,SPC_ODOBENUS_ROSMARUS,terrainSpecific,2026-08-19T19:43:57Z,Odobenus rosmarus exact species social herds habitat,Odobenus rosmarus (walrus) | Animal Diversity Web,https://animaldiversity.org/accounts/Odobenus_rosmarus/,true,true,,Odobenus rosmarus (walrus),"Animal Diversity Web, University of Michigan Museum of Zoology",Regents of the University of Michigan,"Habitat, lines 50-59",The exact-species account says migration follows optimal ice and identifies icecap habitat.,The controlled specific natural mapping supported is pack ice.
JRN_R02_B01_SPC_ODOCOILEUS_VIRGINIANUS_PERSONALITY_ID_001,R02_B01,SPC_ODOCOILEUS_VIRGINIANUS,personalityId,2026-08-19T19:43:58Z,Odocoileus virginianus exact species herds habitat National Park Service,White-tailed Deer (Odocoileus virginianus) | Jewel Cave National Monument,https://www.nps.gov/jeca/learn/nature/white-tailed-deer-odocoileus-virginianus.htm,true,true,,White-tailed Deer (Odocoileus virginianus),"Jewel Cave National Monument, National Park Service",U.S. Department of the Interior,"Behavior description, lines 34-39",White-tailed deer are semi-gregarious: does travel in small herds with fawns and bucks form bachelor groups outside rut.,Odocoileus virginianus forms small social herds and bachelor groups.
JRN_R02_B01_SPC_ODOCOILEUS_VIRGINIANUS_TERRAIN_BROAD_001,R02_B01,SPC_ODOCOILEUS_VIRGINIANUS,terrainBroad,2026-08-19T19:43:58Z,Odocoileus virginianus exact species herds habitat National Park Service,White-tailed Deer (Odocoileus virginianus) | Jewel Cave National Monument,https://www.nps.gov/jeca/learn/nature/white-tailed-deer-odocoileus-virginianus.htm,true,true,,White-tailed Deer (Odocoileus virginianus),"Jewel Cave National Monument, National Park Service",U.S. Department of the Interior,"Habitat description, lines 26-33",The account describes deer using open country and recently burned areas where new grass grows.,The natural broad mapping supported by this local exact-species account is grassland.
JRN_R02_B01_SPC_ODOCOILEUS_VIRGINIANUS_TERRAIN_SPECIFIC_001,R02_B01,SPC_ODOCOILEUS_VIRGINIANUS,terrainSpecific,2026-08-19T19:43:58Z,Odocoileus virginianus exact species herds habitat National Park Service,White-tailed Deer (Odocoileus virginianus) | Jewel Cave National Monument,https://www.nps.gov/jeca/learn/nature/white-tailed-deer-odocoileus-virginianus.htm,true,true,,White-tailed Deer (Odocoileus virginianus),"Jewel Cave National Monument, National Park Service",U.S. Department of the Interior,"Habitat description, lines 26-33",Open grassy country and new-grass feeding sites support controlled prairie and meadow mappings.,Controlled specific mappings supported are prairie and meadow.
JRN_R02_B01_SPC_OKAPIA_JOHNSTONI_PERSONALITY_ID_001,R02_B01,SPC_OKAPIA_JOHNSTONI,personalityId,2026-08-19T19:43:59Z,Okapia johnstoni exact species territorial marking rainforest habitat,Okapi | San Diego Zoo Wildlife Alliance,https://animals.sandiegozoo.org/animals/okapi,true,true,,Okapi,San Diego Zoo Wildlife Alliance,San Diego Zoo Wildlife Alliance,"Behavior and scent marking, lines 46-56",Okapi foot glands leave a tar-like scent trail and males spray urine to mark territory.,Okapia johnstoni uses chemical scent marks to delimit its movements and territory.
JRN_R02_B01_SPC_OKAPIA_JOHNSTONI_TERRAIN_BROAD_001,R02_B01,SPC_OKAPIA_JOHNSTONI,terrainBroad,2026-08-19T19:43:59Z,Okapia johnstoni exact species territorial marking rainforest habitat,Okapi | San Diego Zoo Wildlife Alliance,https://animals.sandiegozoo.org/animals/okapi,true,true,,Okapi,San Diego Zoo Wildlife Alliance,San Diego Zoo Wildlife Alliance,"Habitat, lines 46-50",The account identifies the Ituri rainforest as the okapi's natural home and describes movement through dense understory.,The natural broad mapping supported is forest.
JRN_R02_B01_SPC_OKAPIA_JOHNSTONI_TERRAIN_SPECIFIC_001,R02_B01,SPC_OKAPIA_JOHNSTONI,terrainSpecific,2026-08-19T19:43:59Z,Okapia johnstoni exact species territorial marking rainforest habitat,Okapi | San Diego Zoo Wildlife Alliance,https://animals.sandiegozoo.org/animals/okapi,true,true,,Okapi,San Diego Zoo Wildlife Alliance,San Diego Zoo Wildlife Alliance,"Habitat and movement, lines 46-50","Rainforest, dense understory brush, and established forest trails are explicit natural habitat features.",Controlled specific mappings supported are rain forest and forest floor.
JRN_R02_B01_SPC_ORYX_DAMMAH_PERSONALITY_ID_001,R02_B01,SPC_ORYX_DAMMAH,personalityId,2026-08-19T19:45:39Z,Oryx dammah exact species herd behavior natural habitat,Oryx dammah (scimitar-horned oryx) | Animal Diversity Web,https://animaldiversity.org/accounts/Oryx_dammah/,true,true,,Oryx dammah (scimitar-horned oryx),"Animal Diversity Web, University of Michigan Museum of Zoology",Regents of the University of Michigan,"Behavior and Food Habits, lines 101-115","Scimitar-horned oryx travel in herds of 2 to 40, solitary males are seldom seen, and groups may exceed 100 where food is concentrated.",Oryx dammah is a strongly social herding species.
JRN_R02_B01_SPC_ORYX_DAMMAH_TERRAIN_BROAD_001,R02_B01,SPC_ORYX_DAMMAH,terrainBroad,2026-08-19T19:45:39Z,Oryx dammah exact species herd behavior natural habitat,Oryx dammah (scimitar-horned oryx) | Animal Diversity Web,https://animaldiversity.org/accounts/Oryx_dammah/,true,true,,Oryx dammah (scimitar-horned oryx),"Animal Diversity Web, University of Michigan Museum of Zoology",Regents of the University of Michigan,"Geographic Range and Habitat, lines 40-53",The species' historic range is the arid grassland Great Steppe and its habitat is barren desert-to-semidesert steppe.,Natural broad mappings supported are desert and grassland.
JRN_R02_B01_SPC_ORYX_DAMMAH_TERRAIN_SPECIFIC_001,R02_B01,SPC_ORYX_DAMMAH,terrainSpecific,2026-08-19T19:45:39Z,Oryx dammah exact species herd behavior natural habitat,Oryx dammah (scimitar-horned oryx) | Animal Diversity Web,https://animaldiversity.org/accounts/Oryx_dammah/,true,true,,Oryx dammah (scimitar-horned oryx),"Animal Diversity Web, University of Michigan Museum of Zoology",Regents of the University of Michigan,"Geographic Range and Habitat, lines 40-53","Arid steppe, desert-to-semidesert, and chaparral habitat support controlled steppe, hot-desert, and scrubland mappings.","Controlled specific mappings supported are hot desert, steppe, and scrubland."
JRN_R02_B01_SPC_OVIBOS_MOSCHATUS_PERSONALITY_ID_001,R02_B01,SPC_OVIBOS_MOSCHATUS,personalityId,2026-08-19T19:45:40Z,Ovibos moschatus exact species defensive formation tundra National Park Service,Muskox | Kobuk Valley National Park,https://www.nps.gov/kova/learn/nature/muskox.htm,true,true,,Muskox,"Kobuk Valley National Park, National Park Service",U.S. Department of the Interior,"Predators, lines 35-36","Rather than flee, muskox form a defensive line for one threat or an outward-facing circle around calves for multiple threats.",Ovibos moschatus performs coordinated group formations to defend young and adults.
JRN_R02_B01_SPC_OVIBOS_MOSCHATUS_TERRAIN_BROAD_001,R02_B01,SPC_OVIBOS_MOSCHATUS,terrainBroad,2026-08-19T19:45:40Z,Ovibos moschatus exact species defensive formation tundra National Park Service,Muskox | Kobuk Valley National Park,https://www.nps.gov/kova/learn/nature/muskox.htm,true,true,,Muskox,"Kobuk Valley National Park, National Park Service",U.S. Department of the Interior,"Range and Habitat, lines 25-28",The exact-species account places muskox throughout the Arctic Circle and says they live on wide-open tundra.,The natural broad mapping supported is polar ice.
JRN_R02_B01_SPC_OVIBOS_MOSCHATUS_TERRAIN_SPECIFIC_001,R02_B01,SPC_OVIBOS_MOSCHATUS,terrainSpecific,2026-08-19T19:45:40Z,Ovibos moschatus exact species defensive formation tundra National Park Service,Muskox | Kobuk Valley National Park,https://www.nps.gov/kova/learn/nature/muskox.htm,true,true,,Muskox,"Kobuk Valley National Park, National Park Service",U.S. Department of the Interior,"Habitat, lines 27-28",The documented natural habitat is wide-open tundra.,The controlled specific mapping supported is tundra.
JRN_R02_B01_SPC_OVIS_AMMON_PERSONALITY_ID_001,R02_B01,SPC_OVIS_AMMON,personalityId,2026-08-19T19:45:41Z,Ovis ammon exact species migration highlands canyons rocky outcrops CMS,Ovis ammon | Convention on the Conservation of Migratory Species,https://www.cms.int/species/ovis-ammon,true,true,,Argali Sheep — Ovis ammon,Convention on the Conservation of Migratory Species of Wild Animals,United Nations Environment Programme,"Description, lines 67-69",CMS identifies Ovis ammon as a migratory mountain ungulate that seasonally moves across its range for food and winter shelter.,Ovis ammon performs survival-oriented seasonal migration.
JRN_R02_B01_SPC_OVIS_AMMON_TERRAIN_BROAD_001,R02_B01,SPC_OVIS_AMMON,terrainBroad,2026-08-19T19:45:41Z,Ovis ammon exact species habitat mountains steppe alpine grassland river CMS proposal,Ovis ammon Argali Appendix II proposal,https://saiga.cms.int/sites/default/files/document/2_1_ovis_ammon_e.pdf,true,true,,Proposal for the Inclusion of the Argali Ovis ammon on CMS Appendix II,Convention on the Conservation of Migratory Species of Wild Animals,United Nations Environment Programme,"Habitat section, page 8, lines 351-366","The CMS species proposal documents mountains, steppe valleys, rocky outcrops, open desert, alpine grasslands, springs, and rivers.","Natural broad mappings supported are mountain, grassland, desert, and freshwater."
JRN_R02_B01_SPC_OVIS_AMMON_TERRAIN_SPECIFIC_001,R02_B01,SPC_OVIS_AMMON,terrainSpecific,2026-08-19T19:45:41Z,Ovis ammon exact species habitat mountains steppe alpine grassland river CMS proposal,Ovis ammon Argali Appendix II proposal,https://saiga.cms.int/sites/default/files/document/2_1_ovis_ammon_e.pdf,true,true,,Proposal for the Inclusion of the Argali Ovis ammon on CMS Appendix II,Convention on the Conservation of Migratory Species of Wild Animals,United Nations Environment Programme,"Habitat section, page 8, lines 351-366","Mountains, steppe valleys, rocky outcrops, alpine grasslands, steeper cliff terrain, open springs, and rivers are explicit.","Controlled specific mappings supported are alpine, steppe, cliff, canyon, and river."
JRN_R02_B01_SPC_OVIS_CANADENSIS_PERSONALITY_ID_001,R02_B01,SPC_OVIS_CANADENSIS,personalityId,2026-08-19T19:45:42Z,Ovis canadensis exact species social herds alpine cliffs National Park Service,Bighorn Sheep | Rocky Mountain National Park,https://www.nps.gov/romo/learn/nature/bighorn_sheep.htm,true,true,,Bighorn Sheep,"Rocky Mountain National Park, National Park Service",U.S. Department of the Interior,"Life History, lines 31-33","Rams live in bachelor groups, ewes live with younger lambs, and females remain with their herd for life.",Ovis canadensis maintains sex-structured social groups and persistent ewe herds.
JRN_R02_B01_SPC_OVIS_CANADENSIS_TERRAIN_BROAD_001,R02_B01,SPC_OVIS_CANADENSIS,terrainBroad,2026-08-19T19:45:42Z,Ovis canadensis exact species social herds alpine cliffs National Park Service,Bighorn Sheep | Rocky Mountain National Park,https://www.nps.gov/romo/learn/nature/bighorn_sheep.htm,true,true,,Bighorn Sheep,"Rocky Mountain National Park, National Park Service",U.S. Department of the Interior,"Description and Bighorn Watching, lines 29-42 and 56","The account documents cliff faces, high mountain habitat, alpine range, meadow use, Sheep Lakes, and historic range along a river.","Natural broad mappings supported are mountain, grassland, and freshwater."
JRN_R02_B01_SPC_OVIS_CANADENSIS_TERRAIN_SPECIFIC_001,R02_B01,SPC_OVIS_CANADENSIS,terrainSpecific,2026-08-19T19:45:42Z,Ovis canadensis exact species social herds alpine cliffs National Park Service,Bighorn Sheep | Rocky Mountain National Park,https://www.nps.gov/romo/learn/nature/bighorn_sheep.htm,true,true,,Bighorn Sheep,"Rocky Mountain National Park, National Park Service",U.S. Department of the Interior,"Description and Bighorn Watching, lines 29-42","Sharp cliff faces, cliffs and ledges, high mountain and alpine range, meadow, and Sheep Lakes are explicit natural settings.","Controlled specific mappings supported are alpine, cliff, meadow, lake, and river."
JRN_R02_B02_CLT_KIPCHAK_AND_NORTHERN_TURKIC_PERSONALITY_ID_001,R02_B02,CLT_KIPCHAK_AND_NORTHERN_TURKIC,personalityId,2026-08-19T20:05:15Z,site:iranicaonline.org Qepcaq Kipchak steppe nomadic confederation,Encyclopaedia Iranica exact Qepcaq history,https://www.iranicaonline.org/articles/qepcaq/,true,true,,QEPCAQ,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,"Definition and Chinghizid era, lines 30-31 and 53-56","Iranica identifies the Qepcaq as a Turkic nomadic confederation, records that Mongol conquest ended its cohesive union, and traces remaining and dispersed Qepcaq communities into later Central Asian and Volga-Ural populations and polities.","A named nomadic confederation persisted through dispersal, settlement, assimilation, and successor communities after its political union ended."
JRN_R02_B02_CLT_KIPCHAK_AND_NORTHERN_TURKIC_TERRAIN_BROAD_001,R02_B02,CLT_KIPCHAK_AND_NORTHERN_TURKIC,terrainBroad,2026-08-19T20:05:15Z,site:iranicaonline.org Qepcaq Kipchak steppe nomadic confederation,Encyclopaedia Iranica exact Qepcaq history,https://www.iranicaonline.org/articles/qepcaq/,true,true,,QEPCAQ,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,"Definition, lines 30-31","The confederation dominated the Dasht-e Qepcaq, explicitly described as a steppe zone extending from the Pontic region through Khwarazm to western Siberia.",Grassland is the broad natural terrain normalized from the exact steppe geography.
JRN_R02_B02_CLT_KIPCHAK_AND_NORTHERN_TURKIC_TERRAIN_SPECIFIC_001,R02_B02,CLT_KIPCHAK_AND_NORTHERN_TURKIC,terrainSpecific,2026-08-19T20:05:15Z,site:iranicaonline.org Qepcaq Kipchak steppe nomadic confederation,Encyclopaedia Iranica exact Qepcaq history,https://www.iranicaonline.org/articles/qepcaq/,true,true,,QEPCAQ,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,"Definition, line 30",Iranica explicitly calls the confederation's historical range a steppe zone.,STEPPE is a direct controlled-terrain normalization.
JRN_R02_B02_CLT_MONGOL_PERSONALITY_ID_001,R02_B02,CLT_MONGOL,personalityId,2026-08-19T20:05:17Z,site:whc.unesco.org Orkhon Valley Mongol nomadic culture trade administrative centers,UNESCO World Heritage Centre exact Orkhon Valley cultural landscape account,https://whc.unesco.org/en/list/1081/,true,true,,Orkhon Valley Cultural Landscape,UNESCO World Heritage Centre,UNESCO,"Outstanding Universal Value and authenticity, lines 52-53 and 66-68","UNESCO documents a strong and persistent Mongolian nomadic pastoral culture whose seasonal land-use practices supported extensive trade networks and large administrative, commercial, military, and religious centers, and which remains a continuing tradition.",Nomadic pastoral land-use techniques and the institutions they supported show documented intergenerational continuity.
JRN_R02_B02_CLT_MONGOL_TERRAIN_BROAD_001,R02_B02,CLT_MONGOL,terrainBroad,2026-08-19T20:05:17Z,site:whc.unesco.org Orkhon Valley Mongol nomadic culture trade administrative centers,UNESCO World Heritage Centre exact Orkhon Valley cultural landscape account,https://whc.unesco.org/en/list/1081/,true,true,,Orkhon Valley Cultural Landscape,UNESCO World Heritage Centre,UNESCO,"Site description and integrity, lines 45 and 56","The cultural landscape covers grassland along the historic Orkhon River, whose water and shelter supported staging posts and imperial centers.",Grassland and freshwater are explicit broad natural systems in the exact Mongolian cultural landscape.
JRN_R02_B02_CLT_MONGOL_TERRAIN_SPECIFIC_001,R02_B02,CLT_MONGOL,terrainSpecific,2026-08-19T20:05:17Z,site:whc.unesco.org Orkhon Valley Mongol nomadic culture trade administrative centers,UNESCO World Heritage Centre exact Orkhon Valley cultural landscape account,https://whc.unesco.org/en/list/1081/,true,true,,Orkhon Valley Cultural Landscape,UNESCO World Heritage Centre,UNESCO,"Site description and integrity, lines 45, 51, and 56",UNESCO repeatedly identifies the Central Asian steppes and the Orkhon River as the landscape's defining natural settings.,STEPPE and RIVER are direct controlled-terrain normalizations.
JRN_R02_B02_CLT_OGHUZ_TURKIC_PERSONALITY_ID_001,R02_B02,CLT_OGHUZ_TURKIC,personalityId,2026-08-19T20:05:18Z,Oghuz federation Aral Sea lower Syr Darya nomadic tribes,Encyclopedia of Ukraine exact Oghuz entry,https://www.encyclopediaofukraine.com/display.asp?linkpath=pages%5CO%5CG%5COghuz.htm,true,true,,Oghuz,Internet Encyclopedia of Ukraine,Canadian Institute of Ukrainian Studies,"Entry text, lines 15-18","The encyclopedia records an Oghuz federation of nomadic Turkic tribes, the state it established on the lower Syr Darya, and the pressured movement of Oghuz groups toward the Volga-Don region and Anatolia.",A documented nomadic federation continued through externally pressured migration into multiple successor regions.
JRN_R02_B02_CLT_OGHUZ_TURKIC_TERRAIN_BROAD_001,R02_B02,CLT_OGHUZ_TURKIC,terrainBroad,2026-08-19T20:05:18Z,Oghuz federation Aral Sea lower Syr Darya nomadic tribes,Encyclopedia of Ukraine exact Oghuz entry,https://www.encyclopediaofukraine.com/display.asp?linkpath=pages%5CO%5CG%5COghuz.htm,true,true,,Oghuz,Internet Encyclopedia of Ukraine,Canadian Institute of Ukrainian Studies,"Entry text, lines 16-17","The exact account places the Oghuz in the Aral Sea region, on the lower Syr Darya River, and later in Black Sea steppe geography.","Grassland and freshwater are the broad natural systems normalized from explicit steppe, sea-basin, and river geography."
JRN_R02_B02_CLT_OGHUZ_TURKIC_TERRAIN_SPECIFIC_001,R02_B02,CLT_OGHUZ_TURKIC,terrainSpecific,2026-08-19T20:05:18Z,Oghuz federation Aral Sea lower Syr Darya nomadic tribes,Encyclopedia of Ukraine exact Oghuz entry,https://www.encyclopediaofukraine.com/display.asp?linkpath=pages%5CO%5CG%5COghuz.htm,true,true,,Oghuz,Internet Encyclopedia of Ukraine,Canadian Institute of Ukrainian Studies,"Entry text, lines 16-17","The source explicitly names the Aral Sea, Syr Darya River, Volga and Don rivers, and Black Sea steppes.",STEPPE and RIVER are direct tokens; LAKE is the controlled natural-terrain normalization for the inland Aral Sea.
JRN_R02_B02_CLT_TAJIK_SOGDIAN_PERSONALITY_ID_001,R02_B02,CLT_TAJIK_SOGDIAN,personalityId,2026-08-19T20:05:19Z,site:whc.unesco.org Zarafshan Karakum Sogdian merchants Tajikistan oasis river steppe,UNESCO World Heritage Centre exact Zarafshan-Karakum Corridor account,https://whc.unesco.org/en/list/1675/,true,true,,Silk Roads: Zarafshan-Karakum Corridor,UNESCO World Heritage Centre,UNESCO,"Corridor significance and attributes, lines 40-48","UNESCO identifies flourishing Sogdian international merchants and documents advanced irrigation, caravan facilities, settlements, and exchange institutions preserved along a corridor jointly managed by Tajikistan, Uzbekistan, and Turkmenistan.","Commercial, irrigation, and caravan-service techniques are directly documented components of Sogdian historical practice."
JRN_R02_B02_CLT_TAJIK_SOGDIAN_TERRAIN_BROAD_001,R02_B02,CLT_TAJIK_SOGDIAN,terrainBroad,2026-08-19T20:05:19Z,site:whc.unesco.org Zarafshan Karakum Sogdian merchants Tajikistan oasis river steppe,UNESCO World Heritage Centre exact Zarafshan-Karakum Corridor account,https://whc.unesco.org/en/list/1675/,true,true,,Silk Roads: Zarafshan-Karakum Corridor,UNESCO World Heritage Centre,UNESCO,"Landscape description, lines 39-40 and 48","The corridor crosses highlands, dry steppe, oases, fertile valleys, arid-desert zones, and river crossings.","Mountain/highland, grassland/steppe, desert, and freshwater are explicit broad natural systems in the exact corridor."
JRN_R02_B02_CLT_TAJIK_SOGDIAN_TERRAIN_SPECIFIC_001,R02_B02,CLT_TAJIK_SOGDIAN,terrainSpecific,2026-08-19T20:05:19Z,site:whc.unesco.org Zarafshan Karakum Sogdian merchants Tajikistan oasis river steppe,UNESCO World Heritage Centre exact Zarafshan-Karakum Corridor account,https://whc.unesco.org/en/list/1675/,true,true,,Silk Roads: Zarafshan-Karakum Corridor,UNESCO World Heritage Centre,UNESCO,"Landscape description, lines 39-40 and 48","UNESCO explicitly names dry steppes, oases, and river crossings among the corridor's geographic settings.","STEPPE, OASIS, and RIVER are direct controlled-terrain normalizations."
JRN_R02_B02_CLT_UZBEK_TIMURID_PERSONALITY_ID_001,R02_B02,CLT_UZBEK_TIMURID,personalityId,2026-08-19T20:05:20Z,site:whc.unesco.org Samarkand Timurid Uzbek oasis Zerafshan River architecture,UNESCO World Heritage Centre exact Samarkand cultural account,https://whc.unesco.org/en/list/603,true,true,,Samarkand - Crossroad of Cultures,UNESCO World Heritage Centre,UNESCO,"Brief synthesis, lines 48-58 and 66-68","UNESCO documents the crucial influence of Timurid masters on regional design and construction, alongside traditional Uzbek houses, neighborhood structures, courtyards, and decorative practices that remain in the historic fabric.",Timurid construction techniques and traditional Uzbek architectural forms have a documented material continuity and regional influence.
JRN_R02_B02_CLT_UZBEK_TIMURID_TERRAIN_BROAD_001,R02_B02,CLT_UZBEK_TIMURID,terrainBroad,2026-08-19T20:05:20Z,site:whc.unesco.org Samarkand Timurid Uzbek oasis Zerafshan River architecture,UNESCO World Heritage Centre exact Samarkand cultural account,https://whc.unesco.org/en/list/603,true,true,,Samarkand - Crossroad of Cultures,UNESCO World Heritage Centre,UNESCO,"Brief synthesis, line 48",Samarkand is explicitly located in a large oasis in the valley of the Zerafshan River in northeastern Uzbekistan.,Freshwater is the broad natural system directly supported by the named river valley and oasis.
JRN_R02_B02_CLT_UZBEK_TIMURID_TERRAIN_SPECIFIC_001,R02_B02,CLT_UZBEK_TIMURID,terrainSpecific,2026-08-19T20:05:20Z,site:whc.unesco.org Samarkand Timurid Uzbek oasis Zerafshan River architecture,UNESCO World Heritage Centre exact Samarkand cultural account,https://whc.unesco.org/en/list/603,true,true,,Samarkand - Crossroad of Cultures,UNESCO World Heritage Centre,UNESCO,"Brief synthesis, line 48",The exact source names both a large oasis and the Zerafshan River valley.,OASIS and RIVER are direct controlled-terrain normalizations.
JRN_R02_B02_SPC_PAGOPHILUS_GROENLANDICUS_PERSONALITY_ID_001,R02_B02,SPC_PAGOPHILUS_GROENLANDICUS,personalityId,2026-08-19T19:49:32Z,Pagophilus groenlandicus NOAA behavior habitat migration pack ice,Harp Seal | NOAA Fisheries,https://www.fisheries.noaa.gov/species/harp-seal?page=1,true,true,,Harp Seal,NOAA Fisheries,U.S. Department of Commerce,"Behavior and Diet, lines 486-489","Harp seals feed and travel in large groups during seasonal migrations, following ice north to Arctic feeding grounds on annual round trips over 3,100 miles.","Pagophilus groenlandicus performs long, coordinated seasonal feeding migrations."
JRN_R02_B02_SPC_PAGOPHILUS_GROENLANDICUS_TERRAIN_BROAD_001,R02_B02,SPC_PAGOPHILUS_GROENLANDICUS,terrainBroad,2026-08-19T19:49:32Z,Pagophilus groenlandicus NOAA behavior habitat migration pack ice,Harp Seal | NOAA Fisheries,https://www.fisheries.noaa.gov/species/harp-seal?page=1,true,true,,Harp Seal,NOAA Fisheries,U.S. Department of Commerce,"About the Species and Behavior, lines 429-471 and 486-491","NOAA places harp seals in the cold North Atlantic and Arctic oceans and documents pack-ice breeding, molting, feeding, and migration.","Natural broad mappings supported are ocean, coastal, and polar ice."
