policyRef,personalityId,family,motivation,operatingStyle,structureOrientation,administrationMode,ownershipMode,allocationMode,legitimacyBasis,authoritySource,loquacity,emotionalTemperature,outlookOrientation,collaborativePosture,overriddenFields
PERSONALITY_PROFILE_DIMENSIONS_V1,CONTROL_UNCONTROLLABLE_CORE_CONFLICT,CONTROL,RECIPROCAL,SITUATIONAL,CHAOS,CENTRALIZED,SINGLE_ENTITY,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,structureOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,CONTROL_UNPREDICTABILITY_WOUND,CONTROL,RECIPROCAL,SITUATIONAL,CHAOS,CENTRALIZED,SINGLE_ENTITY,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,JUST_ENOUGH,structureOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,COOPERATION_CIRCLE_DEPENDENT_POWER_CONFLICT,COOPERATION,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,COOPERATION_COOPERATIVE_HUNTING_EXPRESSION,COOPERATION,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,COOPERATION_GROUP_DEFENSE_EXPRESSION,COOPERATION,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,COOPERATION_SOLIDARITY_FRACTURE_WOUND,COOPERATION,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,COURAGE_COURAGE_WITHOUT_CHOICE_CONFLICT,COURAGE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,IRRITABLE,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,COURAGE_FEIGNED_INJURY_EXPRESSION,COURAGE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,IRRITABLE,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,COURAGE_RESISTANCE_COURAGE_WOUND,COURAGE,ALTRUISTIC,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,IRRITABLE,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,CURIOSITY_BOUNDARY_BLIND_INQUIRY_CONFLICT,CURIOSITY,RECIPROCAL,SITUATIONAL,CHAOS,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,CURIOSITY_LOST_HISTORY_WOUND,CURIOSITY,RECIPROCAL,SITUATIONAL,CHAOS,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,CURIOSITY_PROBLEM_SOLVING_EXPRESSION,CURIOSITY,RECIPROCAL,SITUATIONAL,CHAOS,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_COMMODIFIED_DESIRE_WOUND,DESIRE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_COMPELLED_ATTRACTION_CONFLICT,DESIRE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_COURTSHIP_DISPLAY_EXPRESSION,DESIRE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,WITHHOLDING,loquacity
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_HUNGER_VERSUS_LOVE_CONFLICT,DESIRE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DESIRE_WISH_GRANTER_CONFLICT,DESIRE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,OPTIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_ASCETIC_POWER_CONFLICT,DISCIPLINE,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_COMMANDED_DISCIPLINE_CONFLICT,DISCIPLINE,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_FORAGING_DISCIPLINE_EXPRESSION,DISCIPLINE,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_FORM_MAINTENANCE_CONFLICT,DISCIPLINE,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_PUNITIVE_TRAINING_WOUND,DISCIPLINE,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISCIPLINE_VIGIL_WITHOUT_END_CONFLICT,DISCIPLINE,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_CONTRARIAN_IDENTITY_CONFLICT,DISSENT,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_HERETICAL_DIVINITY_CONFLICT,DISSENT,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_MINORITY_VOICE_WOUND,DISSENT,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_REFUSAL_EXPRESSION,DISSENT,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DISSENT_SUPPRESSED_SPEECH_WOUND,DISSENT,SELFISH,SOLO,CHAOS,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DOMINANCE_POSTURE_DOMINANCE_EXPRESSION,DOMINANCE,SELFISH,SOLO,ORDERED,CENTRALIZED,SINGLE_ENTITY,MARKET,MARTIAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DOMINANCE_RESOURCE_MONOPOLY_EXPRESSION,DOMINANCE,SELFISH,SOLO,ORDERED,CENTRALIZED,SINGLE_ENTITY,MARKET,MARTIAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DOMINANCE_RULE_OR_BE_RULED_CONFLICT,DOMINANCE,SELFISH,SOLO,ORDERED,CENTRALIZED,SINGLE_ENTITY,MARKET,MARTIAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,DOUBT_MAKER_DECEPTION_CONFLICT,DOUBT,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,DOUBT_RETESTING_EXPRESSION,DOUBT,RECIPROCAL,SITUATIONAL,NEUTRAL,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,COMPOSED,OPTIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,DUTY_ABANDONED_DUTY_WOUND,DUTY,ALTRUISTIC,TEAMWORK,ORDERED,CENTRALIZED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,PESSIMISTIC,HELPFUL,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,DUTY_LAST_GUARDIAN_CONFLICT,DUTY,ALTRUISTIC,TEAMWORK,ORDERED,CENTRALIZED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,DUTY_NEST_DUTY_EXPRESSION,DUTY,ALTRUISTIC,TEAMWORK,ORDERED,CENTRALIZED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,DUTY_WATCH_DUTY_EXPRESSION,DUTY,ALTRUISTIC,TEAMWORK,ORDERED,CENTRALIZED,COMMON_USE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_DISEMBODIED_LONGING_CONFLICT,EMBODIMENT,SELFISH,SOLO,NEUTRAL,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_DISPLACEMENT_FROM_BODY_WOUND,EMBODIMENT,SELFISH,SOLO,NEUTRAL,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_FUNCTIONAL_BODY_EXPRESSION,EMBODIMENT,SELFISH,SOLO,NEUTRAL,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_ORNAMENTAL_BODY_EXPRESSION,EMBODIMENT,SELFISH,SOLO,NEUTRAL,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_PRISON_BODY_CONFLICT,EMBODIMENT,SELFISH,SOLO,NEUTRAL,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_PROTECTED_BODY_EXPRESSION,EMBODIMENT,ALTRUISTIC,SOLO,NEUTRAL,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,HELPFUL,collaborativePosture | motivation
PERSONALITY_PROFILE_DIMENSIONS_V1,EMBODIMENT_WEAPON_BODY_CONFLICT,EMBODIMENT,SELFISH,SOLO,NEUTRAL,DISTRIBUTED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMPATHY_CONSOLATION_EXPRESSION,EMPATHY,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMPATHY_DEHUMANIZATION_WOUND,EMPATHY,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMPATHY_DISTRESS_RESPONSE_EXPRESSION,EMPATHY,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,EMPATHY_PREDATOR_EMPATHY_CONFLICT,EMPATHY,ALTRUISTIC,TEAMWORK,NEUTRAL,DISTRIBUTED,COMMON_USE,PLANNED,ANCESTRAL,APPOINTMENT,TALKATIVE,JOYFUL,OPTIMISTIC,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,ENVY_INTERNAL_COMPARISON_WOUND,ENVY,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,ENVY_OBJECT_COVETING_EXPRESSION,ENVY,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,ENVY_ORDINARY_LIFE_ENVY_CONFLICT,ENVY,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,ENVY_VISIBLE_INEQUALITY_WOUND,ENVY,SELFISH,SOLO,CHAOS,DELEGATED,SINGLE_ENTITY,MARKET,MARTIAL,ELECTION,LIGHT_BANTER,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,EQUANIMITY_LOW_REACTIVITY_EXPRESSION,EQUANIMITY,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,EQUANIMITY_SCRUTINIZED_COMPOSURE_WOUND,EQUANIMITY,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,EQUANIMITY_SERENITY_AS_SEAL_CONFLICT,EQUANIMITY,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,CHARTERED,ELECTION,TO_THE_POINT,COMPOSED,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_COLONIZATION_EXPRESSION,EXILE,RECIPROCAL,SITUATIONAL,ORDERED,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_DIASPORA_DISTANCE_WOUND,EXILE,RECIPROCAL,SITUATIONAL,ORDERED,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_FORCED_MIGRATION_WOUND,EXILE,RECIPROCAL,SITUATIONAL,ORDERED,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_NOMADIC_CONTINUITY_EXPRESSION,EXILE,RECIPROCAL,SITUATIONAL,ORDERED,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXILE_TWO_HOME_CONFLICT,EXILE,RECIPROCAL,SITUATIONAL,ORDERED,DISTRIBUTED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,LIGHT_BANTER,JOYFUL,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_DISPLAY_EXPOSURE_EXPRESSION,EXPOSURE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,WITHHOLDING,emotionalTemperature | outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_EXPOSURE_AS_EXISTENCE_CONFLICT,EXPOSURE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_INVINCIBLE_WHILE_UNKNOWN_CONFLICT,EXPOSURE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TO_THE_POINT,IRRITABLE,PESSIMISTIC,WITHHOLDING,loquacity
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_PRIVACY_DEPRIVATION_WOUND,EXPOSURE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPOSURE_SEEN_AND_BOUND_CONFLICT,EXPOSURE,SELFISH,SOLO,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,IRRITABLE,PESSIMISTIC,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_CHEMICAL_EXPRESSION,EXPRESSION,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_COMPELLED_PERFORMANCE_CONFLICT,EXPRESSION,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_LANGUAGE_SUPPRESSION_WOUND,EXPRESSION,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_SILENCE_EXPRESSION,EXPRESSION,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TO_THE_POINT,JOYFUL,NEUTRAL,WITHHOLDING,loquacity
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_TACTILE_EXPRESSION,EXPRESSION,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_UNSPEAKABLE_NEED_CONFLICT,EXPRESSION,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TO_THE_POINT,JOYFUL,NEUTRAL,WITHHOLDING,loquacity
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_VISUAL_EXPRESSION,EXPRESSION,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_VOCAL_EXPRESSION,EXPRESSION,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,EXPRESSION_WORLD_CHANGING_VOICE_CONFLICT,EXPRESSION,SELFISH,TEAMWORK,NEUTRAL,DELEGATED,SINGLE_ENTITY,MARKET,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,NEUTRAL,WITHHOLDING,
PERSONALITY_PROFILE_DIMENSIONS_V1,FAIRNESS_JUSTICE_VERSUS_LOVE_CONFLICT,FAIRNESS,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,FAIRNESS_LABOR_EXTRACTION_WOUND,FAIRNESS,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,PESSIMISTIC,HELPFUL,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,FAIRNESS_TURN_TAKING_EXPRESSION,FAIRNESS,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,FAIRNESS_UNEQUAL_LAW_WOUND,FAIRNESS,RECIPROCAL,SITUATIONAL,ORDERED,CENTRALIZED,SHARED_TITLE,PLANNED,CHARTERED,APPOINTMENT,LIGHT_BANTER,COMPOSED,NEUTRAL,HELPFUL,
PERSONALITY_PROFILE_DIMENSIONS_V1,FAITH_FALSE_REVELATION_CONFLICT,FAITH,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,FAITH_INHERITED_CUE_EXPRESSION,FAITH,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,FAITH_PERSECUTED_FAITH_WOUND,FAITH,RECIPROCAL,SITUATIONAL,ORDERED,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,PESSIMISTIC,JUST_ENOUGH,outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,FAITH_SELF_AS_OBJECT_OF_FAITH_CONFLICT,FAITH,SELFISH,SITUATIONAL,ORDERED,DELEGATED,SINGLE_ENTITY,CUSTOMARY,ANCESTRAL,DIVINE_MANDATE,LIGHT_BANTER,JOYFUL,NEUTRAL,JUST_ENOUGH,motivation | ownershipMode
PERSONALITY_PROFILE_DIMENSIONS_V1,FEAR_CHRONIC_DANGER_WOUND,FEAR,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TO_THE_POINT,IRRITABLE,PESSIMISTIC,JUST_ENOUGH,emotionalTemperature
PERSONALITY_PROFILE_DIMENSIONS_V1,FEAR_DEFENSIVE_DISPLAY_EXPRESSION,FEAR,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TALKATIVE,JOYFUL,OPTIMISTIC,JUST_ENOUGH,emotionalTemperature | loquacity | outlookOrientation
PERSONALITY_PROFILE_DIMENSIONS_V1,FEAR_FEAR_FED_CONFLICT,FEAR,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,PESSIMISTIC,JUST_ENOUGH,
PERSONALITY_PROFILE_DIMENSIONS_V1,FEAR_INTERGENERATIONAL_WARNING_WOUND,FEAR,RECIPROCAL,SITUATIONAL,NEUTRAL,DELEGATED,SHARED_TITLE,CUSTOMARY,ANCESTRAL,ELECTION,TO_THE_POINT,COMPOSED,PESSIMISTIC,JUST_ENOUGH,
