researchUnitId,unitType,populationKind,initialRegion,groupIds,breedIds,personalityId,terrainBroad,terrainSpecific,status,evidenceRefs,inheritedBreedCount,inheritedBreedIds
SPC_BASSARICYON_NEBLINA,BEAST_SPECIES,BEAST,R02,B05,BRD_OLINGUITO,RISK_LEAP_OR_DIVE_EXPRESSION,MOUNTAIN | FOREST,CLOUD_FOREST | CANOPY | MONTANE_FOREST,SIMULATION_READY,EVD_JRN_R02_B01_SPC_BASSARICYON_NEBLINA_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_BASSARICYON_NEBLINA_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_BASSARICYON_NEBLINA_TERRAIN_SPECIFIC_001,1,BRD_OLINGUITO
SPC_BENTHOSEMA_GLACIALE,BEAST_SPECIES,BEAST,R14,B04,BRD_GLACIER_LANTERNFISH,LAND_DOMAIN_BOUND_CONFLICT,OCEAN,PELAGIC,SIMULATION_READY,EVD_JRN_R14_B01_SPC_BENTHOSEMA_GLACIALE_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_BENTHOSEMA_GLACIALE_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_BENTHOSEMA_GLACIALE_TERRAIN_SPECIFIC_001,1,BRD_GLACIER_LANTERNFISH
SPC_BERARDIUS_BAIRDII,BEAST_SPECIES,BEAST,R01,B06,BRD_BAIRD_S_BEAKED_WHALE,EXPRESSION_VISUAL_EXPRESSION,OCEAN,PELAGIC,SIMULATION_READY,EVD_JRN_R01_B01_SPC_BERARDIUS_BAIRDII_PERSONALITY_001 | EVD_JRN_R01_B01_SPC_BERARDIUS_BAIRDII_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_BERARDIUS_BAIRDII_TERRAIN_SPECIFIC_001,1,BRD_BAIRD_S_BEAKED_WHALE
SPC_BIPES_BIPORUS,BEAST_SPECIES,BEAST,R24,B09,BRD_MEXICAN_MOLE_LIZARD,CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION,DESERT | SUBTERRANEAN,HOT_DESERT | SOIL | BURROW | TUNNEL,SIMULATION_READY,EVD_JRN_R24_B01_SPC_BIPES_BIPORUS_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_BIPES_BIPORUS_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_BIPES_BIPORUS_TERRAIN_SPECIFIC_001,1,BRD_MEXICAN_MOLE_LIZARD
SPC_BIRGUS_LATRO,BEAST_SPECIES,BEAST,R25,B02,BRD_COCONUT_CRAB,CHANGE_DEVELOPMENTAL_PLASTICITY_EXPRESSION,COASTAL | FOREST | OCEAN,ISLAND | RAIN_FOREST | COASTAL_CLIFF,SIMULATION_READY,EVD_JRN_R25_B01_SPC_BIRGUS_LATRO_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_BIRGUS_LATRO_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_BIRGUS_LATRO_TERRAIN_SPECIFIC_001,1,BRD_COCONUT_CRAB
SPC_BISON_BISON,BEAST_SPECIES,BEAST,R02,B08,BRD_AMERICAN_BISON,BELONGING_HERDING_EXPRESSION,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R02_B01_SPC_BISON_BISON_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_BISON_BISON_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_BISON_BISON_TERRAIN_SPECIFIC_001,1,BRD_AMERICAN_BISON
SPC_BITIS_ARIETANS,BEAST_SPECIES,BEAST,R25,B20,BRD_PUFF_ADDER,PATIENCE_AMBUSH_PATIENCE_EXPRESSION,GRASSLAND | DESERT | FOREST,SAVANNA | STEPPE | SCRUBLAND | WOODLAND,SIMULATION_READY,EVD_JRN_R25_B01_SPC_BITIS_ARIETANS_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_BITIS_ARIETANS_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_BITIS_ARIETANS_TERRAIN_SPECIFIC_001,1,BRD_PUFF_ADDER
SPC_BIZIURA_LOBATA,BEAST_SPECIES,BEAST,R01,B23,BRD_MUSK_DUCK,TRUTH_MIMICRY_EXPRESSION,FRESHWATER | WETLAND,MARSH | FLOODPLAIN,SIMULATION_READY,EVD_JRN_R01_B01_SPC_BIZIURA_LOBATA_PERSONALITY_001 | EVD_JRN_R01_B01_SPC_BIZIURA_LOBATA_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_BIZIURA_LOBATA_TERRAIN_SPECIFIC_001,1,BRD_MUSK_DUCK
SPC_BLANUS_CINEREUS,BEAST_SPECIES,BEAST,R24,B09,BRD_IBERIAN_WORM_LIZARD,NOVELTY_STRATEGY_SWITCH_EXPRESSION,FOREST | SUBTERRANEAN,MONTANE_FOREST | SOIL | BURROW,SIMULATION_READY,EVD_JRN_R24_B01_SPC_BLANUS_CINEREUS_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_BLANUS_CINEREUS_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_BLANUS_CINEREUS_TERRAIN_SPECIFIC_001,1,BRD_IBERIAN_WORM_LIZARD
SPC_BOA_CONSTRICTOR,BEAST_SPECIES,BEAST,R25,B20,BRD_BOA_CONSTRICTOR,FORCE_CONSTRICT_EXPRESSION,FOREST | GRASSLAND | DESERT | FRESHWATER | BUILT_ENVIRONMENT | SUBTERRANEAN,RAIN_FOREST | FOREST_EDGE | SAVANNA | SCRUBLAND | RIVER | FARMLAND | BURROW,SIMULATION_READY,EVD_JRN_R25_B01_SPC_BOA_CONSTRICTOR_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_BOA_CONSTRICTOR_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_BOA_CONSTRICTOR_TERRAIN_SPECIFIC_001,1,BRD_BOA_CONSTRICTOR
SPC_BOLBOMETOPON_MURICATUM,BEAST_SPECIES,BEAST,R14,B04,BRD_BUMPHEAD_PARROTFISH,STEWARDSHIP_HABITAT_ENGINEERING_EXPRESSION,OCEAN | COASTAL,CORAL_REEF | SEAGRASS_BED,SIMULATION_READY,EVD_JRN_R14_B01_SPC_BOLBOMETOPON_MURICATUM_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_BOLBOMETOPON_MURICATUM_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_BOLBOMETOPON_MURICATUM_TERRAIN_SPECIFIC_001,1,BRD_BUMPHEAD_PARROTFISH
SPC_BOMBUS_TERRESTRIS,BEAST_SPECIES,BEAST,R25,B02,BRD_BUFF_TAILED_BUMBLEBEE,COLLECTIVE_MEMORY_TECHNIQUE_TRADITION,GRASSLAND | BUILT_ENVIRONMENT,MEADOW | FLOWERING_HABITAT | FARMLAND | VILLAGE,SIMULATION_READY,EVD_JRN_R25_B01_SPC_BOMBUS_TERRESTRIS_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_BOMBUS_TERRESTRIS_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_BOMBUS_TERRESTRIS_TERRAIN_SPECIFIC_001,1,BRD_BUFF_TAILED_BUMBLEBEE
SPC_BOS_GAURUS,BEAST_SPECIES,BEAST,R02,B08,BRD_GAUR,BELONGING_HERDING_EXPRESSION,FOREST | GRASSLAND | MOUNTAIN,MONTANE_FOREST | SAVANNA,SIMULATION_READY,EVD_JRN_R02_B01_SPC_BOS_GAURUS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_BOS_GAURUS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_BOS_GAURUS_TERRAIN_SPECIFIC_001,1,BRD_GAUR
SPC_BOTAURUS_STELLARIS,BEAST_SPECIES,BEAST,R01,B23,BRD_EURASIAN_BITTERN,TRUTH_CAMOUFLAGE_EXPRESSION,WETLAND,MARSH,SIMULATION_READY,EVD_JRN_R01_B01_SPC_BOTAURUS_STELLARIS_PERSONALITY_001 | EVD_JRN_R01_B01_SPC_BOTAURUS_STELLARIS_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_BOTAURUS_STELLARIS_TERRAIN_SPECIFIC_001,1,BRD_EURASIAN_BITTERN
SPC_BOTHRIECHIS_SCHLEGELII,BEAST_SPECIES,BEAST,R25,B20,BRD_EYELASH_VIPER,PATIENCE_AMBUSH_PATIENCE_EXPRESSION,FOREST | MOUNTAIN | FRESHWATER | BUILT_ENVIRONMENT,RAIN_FOREST | CLOUD_FOREST | MONTANE_FOREST | CANOPY | RIVER | FARMLAND,SIMULATION_READY,EVD_JRN_R25_B01_SPC_BOTHRIECHIS_SCHLEGELII_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_BOTHRIECHIS_SCHLEGELII_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_BOTHRIECHIS_SCHLEGELII_TERRAIN_SPECIFIC_001,1,BRD_EYELASH_VIPER
SPC_BRACHINUS_CREPITANS,BEAST_SPECIES,BEAST,R25,B02,BRD_BOMBARDIER_BEETLE,FEAR_DEFENSIVE_DISPLAY_EXPRESSION,GRASSLAND | BUILT_ENVIRONMENT,STEPPE | FARMLAND,SIMULATION_READY,EVD_JRN_R25_B01_SPC_BRACHINUS_CREPITANS_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_BRACHINUS_CREPITANS_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_BRACHINUS_CREPITANS_TERRAIN_SPECIFIC_001,1,BRD_BOMBARDIER_BEETLE
SPC_BRACHYLAGUS_IDAHOENSIS,BEAST_SPECIES,BEAST,R20,B18,BRD_PYGMY_RABBIT,CONTROL_ENVIRONMENT_ENGINEERING_EXPRESSION,GRASSLAND | DESERT | SUBTERRANEAN,SCRUBLAND | STEPPE | BURROW,SIMULATION_READY,EVD_JRN_R20_B01_SPC_BRACHYLAGUS_IDAHOENSIS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_BRACHYLAGUS_IDAHOENSIS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_BRACHYLAGUS_IDAHOENSIS_TERRAIN_SPECIFIC_001,1,BRD_PYGMY_RABBIT
SPC_BRACHYLOPHUS_VITIENSIS,BEAST_SPECIES,BEAST,R24,B09,BRD_FIJI_CRESTED_IGUANA,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,FOREST | COASTAL | WETLAND,CANOPY | RAIN_FOREST | ISLAND | MANGROVE,SIMULATION_READY,EVD_JRN_R24_B01_SPC_BRACHYLOPHUS_VITIENSIS_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_BRACHYLOPHUS_VITIENSIS_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_BRACHYLOPHUS_VITIENSIS_TERRAIN_SPECIFIC_001,1,BRD_FIJI_CRESTED_IGUANA
SPC_BRADYPUS_PYGMAEUS,BEAST_SPECIES,BEAST,R23,B24,BRD_PYGMY_THREE_TOED_SLOTH,EQUANIMITY_LOW_REACTIVITY_EXPRESSION,FOREST | WETLAND,MANGROVE | CANOPY | ISLAND,SIMULATION_READY,EVD_JRN_R23_B01_SPC_BRADYPUS_PYGMAEUS_PERSONALITY_ID_001 | EVD_JRN_R23_B01_SPC_BRADYPUS_PYGMAEUS_TERRAIN_BROAD_001 | EVD_JRN_R23_B01_SPC_BRADYPUS_PYGMAEUS_TERRAIN_SPECIFIC_001,1,BRD_PYGMY_THREE_TOED_SLOTH
SPC_BRADYPUS_VARIEGATUS,BEAST_SPECIES,BEAST,R23,B24,BRD_BROWN_THROATED_THREE_TOED_SLOTH,EQUANIMITY_LOW_REACTIVITY_EXPRESSION,FOREST | WETLAND,RAIN_FOREST | CANOPY | SWAMP,SIMULATION_READY,EVD_JRN_R23_B01_SPC_BRADYPUS_VARIEGATUS_PERSONALITY_ID_001 | EVD_JRN_R23_B01_SPC_BRADYPUS_VARIEGATUS_TERRAIN_BROAD_001 | EVD_JRN_R23_B01_SPC_BRADYPUS_VARIEGATUS_TERRAIN_SPECIFIC_001,1,BRD_BROWN_THROATED_THREE_TOED_SLOTH
SPC_BUBO_BUBO,BEAST_SPECIES,BEAST,R18,B17,BRD_EURASIAN_EAGLE_OWL,ATTACHMENT_LIFELONG_BOND_EXPRESSION,MOUNTAIN | FOREST | GRASSLAND | DESERT,CLIFF | CANYON | WOODLAND | STEPPE | SCRUBLAND | HOT_DESERT,SIMULATION_READY,EVD_JRN_R18_B01_SPC_BUBO_BUBO_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_BUBO_BUBO_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_BUBO_BUBO_TERRAIN_SPECIFIC_001,1,BRD_EURASIAN_EAGLE_OWL
SPC_BUBO_SCANDIACUS,BEAST_SPECIES,BEAST,R18,B17,BRD_SNOWY_OWL,PROTECTION_YOUNG_SHIELDING_EXPRESSION,POLAR_ICE | GRASSLAND | COASTAL,TUNDRA | PACK_ICE | COASTAL_CLIFF | DUNES,SIMULATION_READY,EVD_JRN_R18_B01_SPC_BUBO_SCANDIACUS_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_BUBO_SCANDIACUS_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_BUBO_SCANDIACUS_TERRAIN_SPECIFIC_001,1,BRD_SNOWY_OWL
SPC_BUCEROS_BICORNIS,BEAST_SPECIES,BEAST,R22,B13,BRD_GREAT_HORNBILL,CARE_PROVISIONING_EXPRESSION,FOREST | MOUNTAIN,RAIN_FOREST | MONTANE_FOREST | CANOPY | OLD_GROWTH_FOREST,SIMULATION_READY,EVD_JRN_R22_B01_SPC_BUCEROS_BICORNIS_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_BUCEROS_BICORNIS_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_BUCEROS_BICORNIS_TERRAIN_SPECIFIC_001,1,BRD_GREAT_HORNBILL
SPC_BUCEROS_RHINOCEROS,BEAST_SPECIES,BEAST,R22,B13,BRD_RHINOCEROS_HORNBILL,CARE_PROVISIONING_EXPRESSION,FOREST,RAIN_FOREST | CANOPY | OLD_GROWTH_FOREST,SIMULATION_READY,EVD_JRN_R22_B01_SPC_BUCEROS_RHINOCEROS_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_BUCEROS_RHINOCEROS_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_BUCEROS_RHINOCEROS_TERRAIN_SPECIFIC_001,1,BRD_RHINOCEROS_HORNBILL
SPC_BUCORVUS_LEADBEATERI,BEAST_SPECIES,BEAST,R22,B13,BRD_SOUTHERN_GROUND_HORNBILL,COOPERATION_GROUP_DEFENSE_EXPRESSION,GRASSLAND | FOREST,SAVANNA | SCRUBLAND | WOODLAND,SIMULATION_READY,EVD_JRN_R22_B01_SPC_BUCORVUS_LEADBEATERI_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_BUCORVUS_LEADBEATERI_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_BUCORVUS_LEADBEATERI_TERRAIN_SPECIFIC_001,1,BRD_SOUTHERN_GROUND_HORNBILL
SPC_BUDORCAS_TAXICOLOR,BEAST_SPECIES,BEAST,R02,B08,BRD_TAKIN,PURPOSE_MIGRATION_PURPOSE_EXPRESSION,MOUNTAIN | FOREST | GRASSLAND,ALPINE | MONTANE_FOREST,SIMULATION_READY,EVD_JRN_R02_B01_SPC_BUDORCAS_TAXICOLOR_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_BUDORCAS_TAXICOLOR_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_BUDORCAS_TAXICOLOR_TERRAIN_SPECIFIC_001,1,BRD_TAKIN
SPC_BUFO_BUFO,BEAST_SPECIES,BEAST,R13,B01,BRD_COMMON_TOAD,LAND_SPAWNING_SITE_DEPENDENCE,FOREST | WETLAND | FRESHWATER | GRASSLAND,WOODLAND | POND | MEADOW,SIMULATION_READY,EVD_JRN_R13_B01_SPC_BUFO_BUFO_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_BUFO_BUFO_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_BUFO_BUFO_TERRAIN_SPECIFIC_001,1,BRD_COMMON_TOAD
SPC_BUTEO_JAMAICENSIS,BEAST_SPECIES,BEAST,R18,B17,BRD_BUTEO_JAMAICENSIS_RED_TAILED_HAWK,ATTACHMENT_LIFELONG_BOND_EXPRESSION,FOREST | GRASSLAND | DESERT | BUILT_ENVIRONMENT,FOREST_EDGE | PRAIRIE | SCRUBLAND | HOT_DESERT | FARMLAND | CITY,SIMULATION_READY,EVD_JRN_R18_B01_SPC_BUTEO_JAMAICENSIS_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_BUTEO_JAMAICENSIS_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_BUTEO_JAMAICENSIS_TERRAIN_SPECIFIC_001,1,BRD_BUTEO_JAMAICENSIS_RED_TAILED_HAWK
SPC_CACATUA_GALERITA,BEAST_SPECIES,BEAST,R19,B14,BRD_SULPHUR_CRESTED_COCKATOO,CURIOSITY_PROBLEM_SOLVING_EXPRESSION,FOREST | GRASSLAND | BUILT_ENVIRONMENT,RAIN_FOREST | WOODLAND | FOREST_EDGE | FARMLAND | CITY,SIMULATION_READY,EVD_JRN_R19_B01_SPC_CACATUA_GALERITA_PERSONALITY_ID_001 | EVD_JRN_R19_B01_SPC_CACATUA_GALERITA_TERRAIN_BROAD_001 | EVD_JRN_R19_B01_SPC_CACATUA_GALERITA_TERRAIN_SPECIFIC_001,1,BRD_SULPHUR_CRESTED_COCKATOO
SPC_CACATUA_LEADBEATERI,BEAST_SPECIES,BEAST,R19,B14,BRD_MAJOR_MITCHELL_S_COCKATOO,ATTACHMENT_LIFELONG_BOND_EXPRESSION,FOREST | DESERT | GRASSLAND,WOODLAND | SCRUBLAND | HOT_DESERT | FOREST_EDGE,SIMULATION_READY,EVD_JRN_R19_B01_SPC_CACATUA_LEADBEATERI_PERSONALITY_ID_001 | EVD_JRN_R19_B01_SPC_CACATUA_LEADBEATERI_TERRAIN_BROAD_001 | EVD_JRN_R19_B01_SPC_CACATUA_LEADBEATERI_TERRAIN_SPECIFIC_001,1,BRD_MAJOR_MITCHELL_S_COCKATOO
SPC_CADAVER_AMBULANS,MYTHOS_SPECIES,MYTHOS,R25,M22,BRD_ZOMBIE,AUTONOMY_ENSLAVEMENT_WOUND,BUILT_ENVIRONMENT,TEMPLE,SIMULATION_READY,EVD_JRN_R25_B02_SPC_CADAVER_AMBULANS_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_CADAVER_AMBULANS_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_CADAVER_AMBULANS_TERRAIN_SPECIFIC_001,1,BRD_ZOMBIE
SPC_CADAVER_OSSEUS,MYTHOS_SPECIES,MYTHOS,R25,M22,BRD_SKELETON,MORTALITY_UNDEAD_CONTINUATION_CONFLICT,BUILT_ENVIRONMENT,TEMPLE,SIMULATION_READY,EVD_JRN_R25_B02_SPC_CADAVER_OSSEUS_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_CADAVER_OSSEUS_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_CADAVER_OSSEUS_TERRAIN_SPECIFIC_001,1,BRD_SKELETON
SPC_CAELESTIS_NEPHILIM,MYTHOS_SPECIES,MYTHOS,R06,M01,BRD_NEPHILIM,COMPETITION_COSMIC_TOURNAMENT_CONFLICT,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R06_B01_SPC_CAELESTIS_NEPHILIM_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NEPHILIM_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NEPHILIM_TERRAIN_SPECIFIC_001,1,BRD_NEPHILIM
SPC_CAELESTIS_NUNTIUS,MYTHOS_SPECIES,MYTHOS,R06,M01,BRD_ANGELS_ANGEL | BRD_ANGELS_ARCHANGEL | BRD_ANGELS_CHERUB | BRD_ANGELS_OPHANIM | BRD_ANGELS_SERAPH,LOYALTY_GROUP_ALLEGIANCE_EXPRESSION,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_SPECIFIC_001,5,BRD_ANGELS_ANGEL | BRD_ANGELS_ARCHANGEL | BRD_ANGELS_CHERUB | BRD_ANGELS_OPHANIM | BRD_ANGELS_SERAPH
SPC_CAIMAN_CROCODILUS,BEAST_SPECIES,BEAST,R04,B22,BRD_SPECTACLED_CAIMAN,DUTY_NEST_DUTY_EXPRESSION,FRESHWATER | WETLAND | COASTAL | FOREST | GRASSLAND,RIVER | LAKE | ESTUARY | BOG | MANGROVE | SWAMP | SAVANNA,SIMULATION_READY,EVD_JRN_R04_B01_SPC_CAIMAN_CROCODILUS_PERSONALITY_ID_001 | EVD_JRN_R04_B01_SPC_CAIMAN_CROCODILUS_TERRAIN_BROAD_001 | EVD_JRN_R04_B01_SPC_CAIMAN_CROCODILUS_TERRAIN_SPECIFIC_001,1,BRD_SPECTACLED_CAIMAN
SPC_CALLOCEPHALON_FIMBRIATUM,BEAST_SPECIES,BEAST,R19,B14,BRD_GANG_GANG_COCKATOO,BELONGING_COLONY_EXPRESSION,MOUNTAIN | FOREST | BUILT_ENVIRONMENT,ALPINE | MONTANE_FOREST | WOODLAND | FOREST_EDGE | CITY,SIMULATION_READY,EVD_JRN_R19_B01_SPC_CALLOCEPHALON_FIMBRIATUM_PERSONALITY_ID_001 | EVD_JRN_R19_B01_SPC_CALLOCEPHALON_FIMBRIATUM_TERRAIN_BROAD_001 | EVD_JRN_R19_B01_SPC_CALLOCEPHALON_FIMBRIATUM_TERRAIN_SPECIFIC_001,1,BRD_GANG_GANG_COCKATOO
SPC_CALLORHINCHUS_MILII,BEAST_SPECIES,BEAST,R12,B19,BRD_AUSTRALIAN_GHOSTSHARK,LAND_SPAWNING_SITE_DEPENDENCE,OCEAN | COASTAL,ESTUARY | PELAGIC,SIMULATION_READY,EVD_JRN_R12_B01_SPC_CALLORHINCHUS_MILII_PERSONALITY_ID_001 | EVD_JRN_R12_B01_SPC_CALLORHINCHUS_MILII_TERRAIN_BROAD_001 | EVD_JRN_R12_B01_SPC_CALLORHINCHUS_MILII_TERRAIN_SPECIFIC_001,1,BRD_AUSTRALIAN_GHOSTSHARK
SPC_CALOENAS_NICOBARICA,BEAST_SPECIES,BEAST,R17,B15,BRD_NICOBAR_PIGEON,BELONGING_COLONY_EXPRESSION,FOREST | COASTAL | OCEAN,RAIN_FOREST | MANGROVE | ISLAND | PELAGIC | FOREST_FLOOR,SIMULATION_READY,EVD_JRN_R17_B01_SPC_CALOENAS_NICOBARICA_PERSONALITY_ID_001 | EVD_JRN_R17_B01_SPC_CALOENAS_NICOBARICA_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_SPC_CALOENAS_NICOBARICA_TERRAIN_SPECIFIC_001,1,BRD_NICOBAR_PIGEON
SPC_CALUMMA_PARSONII,BEAST_SPECIES,BEAST,R24,B09,BRD_CALUMMA_PARSONII_PARSON_S_CHAMELEON,ANGER_THREAT_DISPLAY_EXPRESSION,FOREST | MOUNTAIN | COASTAL,RAIN_FOREST | CANOPY | MONTANE_FOREST,SIMULATION_READY,EVD_JRN_R24_B01_SPC_CALUMMA_PARSONII_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_CALUMMA_PARSONII_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_CALUMMA_PARSONII_TERRAIN_SPECIFIC_001,1,BRD_CALUMMA_PARSONII_PARSON_S_CHAMELEON
SPC_CALUROMYS_PHILANDER,BEAST_SPECIES,BEAST,R22,B10,BRD_BARE_TAILED_WOOLLY_OPOSSUM,EXPRESSION_VOCAL_EXPRESSION,FOREST,RAIN_FOREST | CANOPY,SIMULATION_READY,EVD_JRN_R22_B01_SPC_CALUROMYS_PHILANDER_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_CALUROMYS_PHILANDER_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_CALUROMYS_PHILANDER_TERRAIN_SPECIFIC_001,1,BRD_BARE_TAILED_WOOLLY_OPOSSUM
SPC_CANIS_LUPUS,BEAST_SPECIES,BEAST,R02,B05,BRD_GRAY_WOLF,COOPERATION_COOPERATIVE_HUNTING_EXPRESSION,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R02_B01_SPC_CANIS_LUPUS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_CANIS_LUPUS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_CANIS_LUPUS_TERRAIN_SPECIFIC_001,1,BRD_GRAY_WOLF
SPC_CANIS_LUPUS_FAMILIARIS,BEAST_SPECIES,BEAST,R02,B05,BRD_DINGO,CARE_PROVISIONING_EXPRESSION,GENERALIST,GENERALIST,SIMULATION_READY,EVD_JRN_R02_B01_SPC_CANIS_LUPUS_FAMILIARIS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_CANIS_LUPUS_FAMILIARIS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_CANIS_LUPUS_FAMILIARIS_TERRAIN_SPECIFIC_001,1,BRD_DINGO
SPC_CANIS_MESOMELAS,BEAST_SPECIES,BEAST,R02,B05,BRD_BLACK_BACKED_JACKAL,CARE_PROVISIONING_EXPRESSION,DESERT | GRASSLAND,HOT_DESERT | SAVANNA | SCRUBLAND,SIMULATION_READY,EVD_JRN_R02_B01_SPC_CANIS_MESOMELAS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_CANIS_MESOMELAS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_CANIS_MESOMELAS_TERRAIN_SPECIFIC_001,1,BRD_BLACK_BACKED_JACKAL
SPC_CANIS_SIMENSIS,BEAST_SPECIES,BEAST,R02,B05,BRD_ETHIOPIAN_WOLF,BOUNDARIES_TERRITORIAL_MARKING_EXPRESSION,MOUNTAIN | GRASSLAND,ALPINE | MEADOW | SCRUBLAND,SIMULATION_READY,EVD_JRN_R02_B01_SPC_CANIS_SIMENSIS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_CANIS_SIMENSIS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_CANIS_SIMENSIS_TERRAIN_SPECIFIC_001,1,BRD_ETHIOPIAN_WOLF
SPC_CAPRA_FALCONERI,BEAST_SPECIES,BEAST,R02,B08,BRD_MARKHOR,POWER_PHYSICAL_POWER_EXPRESSION,MOUNTAIN,ALPINE | CLIFF,SIMULATION_READY,EVD_JRN_R02_B01_SPC_CAPRA_FALCONERI_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_CAPRA_FALCONERI_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_CAPRA_FALCONERI_TERRAIN_SPECIFIC_001,1,BRD_MARKHOR
