sourceId,title,authorOrOrganization,publisher,stableUrlOrIdentifier,sourceOpened
SRC_R03_B01_021,The Nûñnĕ′hĭ and Other Spirit Folk,World History Encyclopedia,"World History Encyclopedia; text republished from James Mooney, Myths of the Cherokee",https://www.worldhistory.org/article/2558/the-nunnehi-and-other-spirit-folk/,true
SRC_R04_B01_001,Astrochelys radiata,Animal Diversity Web,University of Michigan Museum of Zoology,https://animaldiversity.org/accounts/Astrochelys_radiata/,true
SRC_R04_B01_002,Pancake Tortoise,San Diego Zoo Wildlife Alliance,San Diego Zoo Wildlife Alliance,https://animals.sandiegozoo.org/animals/pancake-tortoise,true
SRC_R04_B01_003,Supernatural Creatures in Scottish Folklore,Historic Environment Scotland,Historic Environment Scotland,https://blog.historicenvironment.scot/2018/10/supernatural-creatures-scottish-folklore/,true
SRC_R04_B01_004,Eastern Long-necked Turtle,Museums Victoria,State of Victoria,https://collections.museumsvictoria.com.au/species/8818,true
SRC_R04_B01_005,"The Melanesians: Studies in their Anthropology and Folklore, Chapter XII",Wikisource,Clarendon Press; transcription hosted by Wikimedia Foundation,https://en.wikisource.org/wiki/The_Melanesians%3A_Studies_in_their_Anthropology_and_Folklore/Chapter_12,true
SRC_R04_B01_006,"The Mythology of All Races, Volume 3, Slavic, Chapter IX: Water-Spirits",Wikisource,Marshall Jones Company; transcription hosted by Wikimedia Foundation,https://en.wikisource.org/wiki/The_Mythology_of_All_Races/Volume_3/Slavic/Part_1/Chapter_9,true
SRC_R04_B01_007,Undine,Project Gutenberg,Project Gutenberg Literary Archive Foundation,https://gutenberg.org/cache/epub/2825/pg2825-images.html,true
SRC_R04_B01_008,Diamondback Terrapin,U.S. National Park Service,U.S. Department of the Interior,https://home.nps.gov/guis/learn/nature/diamondback-terrapin.htm,true
SRC_R04_B01_009,Bio Ecology of Marsh Crocodile (Crocodylus palustris),International Journal of Biology and Biotechnology,University of Karachi,https://ijbbku.com/assets/custom/journals/2014/1/Bio-ecology%20of%20marsh%20crocodile%20%28Crocodylus%20palustris%29%20in%20captivity%20at%20Karachi%20Zoo.pdf,true
SRC_R04_B01_010,Centrochelys sulcata (Miller 1779) – African Spurred Tortoise,IUCN/SSC Tortoise and Freshwater Turtle Specialist Group,Chelonian Research Foundation,https://iucn-tftsg.org/wp-content/uploads/crm.5.110.sulcata.v1.2020.pdf,true
SRC_R04_B01_011,"The dark side of the black caiman: Shedding light on species dietary ecology and movement in Agami Pond, French Guiana",PLOS ONE,Public Library of Science,https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0217239,true
SRC_R04_B01_012,Dwarf Caiman,Los Angeles Zoo and Botanical Gardens,City of Los Angeles,https://lazoo.org/explore-your-zoo/our-animals/reptiles/dwarf-caiman/,true
SRC_R04_B01_013,Tomistoma (False Gharial),Los Angeles Zoo and Botanical Gardens,City of Los Angeles,https://lazoo.org/explore-your-zoo/our-animals/reptiles/tomistoma/,true
SRC_R04_B01_014,West African Dwarf Crocodile,Minnesota Zoo,Minnesota Zoo,https://mnzoo.org/blog/animals/west-african-dwarf-crocodile/,true
SRC_R04_B01_015,American Alligator,Florida Fish and Wildlife Conservation Commission,Florida Fish and Wildlife Conservation Commission,https://myfwc.com/wildlifehabitats/profiles/reptiles/alligator/,true
SRC_R04_B01_016,Species Profile - Spiny Softshell,U.S. Geological Survey,U.S. Department of the Interior,https://nas.er.usgs.gov/queries/factsheet.aspx?speciesid=1274,true
SRC_R04_B01_017,Chinese alligator,Smithsonian's National Zoo and Conservation Biology Institute,Smithsonian Institution,https://nationalzoo.si.edu/animals/chinese-alligator,true
SRC_R04_B01_018,Eastern box turtle,Smithsonian's National Zoo and Conservation Biology Institute,Smithsonian Institution,https://nationalzoo.si.edu/animals/eastern-box-turtle,true
SRC_R04_B01_019,Gharial,Smithsonian's National Zoo and Conservation Biology Institute,Smithsonian Institution,https://nationalzoo.si.edu/animals/gharial,true
SRC_R04_B01_020,National Inventory for Intangible Cultural Heritage - Republic of Mauritius,National Heritage Fund,Republic of Mauritius,https://nhf.govmu.org/nhf/?mdocs-file=622,true
SRC_R04_B01_021,Painted Turtle,Connecticut Department of Energy and Environmental Protection,State of Connecticut,https://portal.ct.gov/deep/wildlife/fact-sheets/painted-turtle,true
SRC_R04_B01_022,Turtles of the World: Podocnemis expansa,Naturalis Biodiversity Center,Naturalis Biodiversity Center,https://turtles.linnaeus.naturalis.nl/linnaeus_ng/app/views/species/taxon.php?epi=11&id=7918,true
SRC_R04_B01_023,Turtles of the World: Lissemys punctata,Naturalis Biodiversity Center,Naturalis Biodiversity Center,https://turtles.linnaeus.naturalis.nl/linnaeus_ng/app/views/species/taxon.php?epi=11&id=8004,true
SRC_R04_B01_024,Kaiyodo Kappa Museum,VISIT KOCHI JAPAN,Kochi Prefecture,https://visitkochijapan.com/en/see-and-do/10038,true
SRC_R04_B01_025,The Gedeo Cultural Landscape,UNESCO World Heritage Centre,UNESCO,https://whc.unesco.org/en/list/1641/,true
SRC_R04_B01_026,The Historic Town and Archaeological Site of Gedi,UNESCO World Heritage Centre,UNESCO,https://whc.unesco.org/en/list/1720/,true
SRC_R04_B01_027,Royal Hill of Ambohimanga,UNESCO World Heritage Centre,UNESCO,https://whc.unesco.org/en/list/950/,true
SRC_R04_B01_028,California's Invaders: Red-Eared Slider,California Department of Fish and Wildlife,State of California,https://wildlife.ca.gov/Conservation/Invasives/Species/Redeared-Slider,true
SRC_R04_B01_029,Pelodiscus sinensis,University of Hong Kong School of Biological Sciences,University of Hong Kong,https://www.biosch.hku.hk/ecology/hkreptiles/turtle/Pelodiscus_sinensis.html,true
SRC_R04_B01_030,Snapping turtle (Chelydra serpentina): COSEWIC assessment and status report 2008,Committee on the Status of Endangered Wildlife in Canada,Government of Canada,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/snapping-turtle-2008.html,true
SRC_R04_B01_031,Fauna of Australia 2A - Reptilia - Crocodylia - Natural History,Australian Biological Resources Study,"Australian Government Department of Climate Change, Energy, the Environment and Water",https://www.dcceew.gov.au/sites/default/files/env/pages/dc11235d-8b3b-43f7-b991-8429f477a1d4/files/41-fauna-2a-crocodylia-naturalhistory.pdf,true
SRC_R04_B01_032,Rusalka,Canadian Institute of Ukrainian Studies,Encyclopedia of Ukraine,https://www.encyclopediaofukraine.com/display.asp?linkpath=pages%5CR%5CU%5CRusalkaIT.htm,true
SRC_R04_B01_033,3.3.1 Caiman crocodilus (spectacled caiman),Food and Agriculture Organization of the United Nations,FAO,https://www.fao.org/4/t0750e/t0750e0b.htm,true
SRC_R04_B01_034,"Engaresero Maasai Pastoralist Heritage Area, Tanzania",Food and Agriculture Organization of the United Nations,FAO,https://www.fao.org/giahs/giahs-around-the-world/tanzania-maasai/en,true
SRC_R04_B01_035,Green Turtle,NOAA Fisheries,National Oceanic and Atmospheric Administration,https://www.fisheries.noaa.gov/species/green-turtle,true
SRC_R04_B01_036,Hawksbill Turtle,NOAA Fisheries,National Oceanic and Atmospheric Administration,https://www.fisheries.noaa.gov/species/hawksbill-turtle?page=0,true
SRC_R04_B01_037,Leatherback Turtle,NOAA Fisheries,National Oceanic and Atmospheric Administration,https://www.fisheries.noaa.gov/species/leatherback-turtle?page=0,true
SRC_R04_B01_038,Loggerhead Turtle: Science,NOAA Fisheries,National Oceanic and Atmospheric Administration,https://www.fisheries.noaa.gov/species/loggerhead-turtle/science,true
SRC_R04_B01_039,Olive Ridley Turtle,NOAA Fisheries,National Oceanic and Atmospheric Administration,https://www.fisheries.noaa.gov/species/olive-ridley-turtle,true
SRC_R04_B01_040,Alligator Snapping Turtle (Macrochelys temminckii),U.S. Fish and Wildlife Service,U.S. Department of the Interior,https://www.fws.gov/species/alligator-snapping-turtle-macrochelys-temminckii,true
SRC_R04_B01_041,Desert Tortoise (Gopherus agassizii),U.S. Fish and Wildlife Service,U.S. Department of the Interior,https://www.fws.gov/species/desert-tortoise-gopherus-agassizii,true
SRC_R04_B01_042,Floreana: The Eden That Breathes Again,Galápagos Conservancy,Galápagos Conservancy,https://www.galapagos.org/newsroom/floreana-the-eden-that-breathes-again/,true
SRC_R04_B01_043,The European pond turtle,Muséum national d'Histoire naturelle,Muséum national d'Histoire naturelle,https://www.mnhn.fr/en/the-european-pond-turtle,true
SRC_R04_B01_044,The matamata turtle,Muséum national d'Histoire naturelle,Muséum national d'Histoire naturelle,https://www.mnhn.fr/en/the-matamata-turtle,true
SRC_R04_B01_045,Estuarine crocodile,Queensland Government,Queensland Government,https://www.qld.gov.au/environment/plants-animals/animals/living-with/crocodiles/estuarine-crocodile,true
SRC_R04_B01_046,Naiads (Naiades) - Fresh-Water Nymphs of Greek Mythology,Theoi Project,Theoi Greek Mythology,https://www.theoi.com/Nymphe/Naiades.html,true
SRC_R04_B01_047,Nile Crocodile,Gdańsk Zoo,Gdańsk Zoo,https://zoo.gdansk.pl/en/animals/nile-crocodile/,true
SRC_R05_B01_001,Religious masculinities in William of Newburgh's Historia rerum Anglicarum,Oxford Academic,Oxford University Press,https://academic.oup.com/histres/article/96/273/283/7146770,true
SRC_R05_B01_002,Will o' the Wisp,Smithsonian American Art Museum,Smithsonian Institution,https://americanart.si.edu/artwork/will-o-wisp-10805,true
SRC_R05_B01_003,"tokoloshe, tikoloshe",Dictionary of South African English,Dictionary Unit for South African English,https://dsae.co.za/entry/tokoloshe/e07240,true
SRC_R05_B01_004,Incubus,Wikisource,Encyclopædia Britannica (11th ed.),https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Incubus,true
SRC_R05_B01_005,Empusa,Wikisource,Dictionary of Greek and Roman Biography and Mythology,https://en.wikisource.org/wiki/Dictionary_of_Greek_and_Roman_Biography_and_Mythology/Empusa,true
SRC_R05_B01_006,The Yōkai Imagination of Symbolism: The Role of Japanese Ghost Imagery in late 19th & early 20th Century European Art,Durham E-Theses,Durham University,https://etheses.dur.ac.uk/11477/1/FINAL_Dissertation_text_TO_PRINT.pdf,true
SRC_R05_B01_007,Unearthed Arcana 2026: Villainous Options,D&D Beyond,Wizards of the Coast,https://media.dndbeyond.com/compendium-images/ua/villainous-options/VRQr4YbETAgmpWRj/UA2026-VillainousOptions.pdf?pubDate=20260402,true
SRC_R05_B01_008,Peter Wright - Notes on Grettir's Saga,"William Morris Archive, University of Iowa",University of Iowa,https://morrisarchive.lib.uiowa.edu/peter-wright---notes-on-grettirs-saga,true
SRC_R05_B01_009,Eternal Life in Ancient Egypt,Smithsonian National Museum of Natural History,Smithsonian Institution,https://naturalhistory.si.edu/exhibits/eternal-life-ancient-egypt,true
SRC_R05_B01_010,Grettir's Saga,"Spatial Humanities, University of Toronto Libraries",University of Toronto Libraries,https://spatial-humanities.library.utoronto.ca/exhibits/show/text-without-context--context-/grettir-s-saga,true
SRC_R05_B01_011,Lich,D&D Beyond,Wizards of the Coast,https://www.dndbeyond.com/monsters/16943-lich,true
SRC_R05_B01_012,Death Customs and Superstitions,"National Folklore Collection, UCD",Dúchas.ie,https://www.duchas.ie/en/cbes/4758518/4750939/4954441?ChapterID=4758518&LangID=en,true
SRC_R05_B01_013,Ghosts,Encyclopedia.com,Encyclopedia of Religion,https://www.encyclopedia.com/places/united-states-and-canada/miscellaneous-us-geography/ghost,true
SRC_R05_B01_014,Cambions,Encyclopedia.com,Encyclopedia of Occultism and Parapsychology,https://www.encyclopedia.com/science/encyclopedias-almanacs-transcripts-and-maps/cambions,true
SRC_R05_B01_015,"The Rāmāyana, Volume 3: Yuddhakāndam",Project Gutenberg,Project Gutenberg,https://www.gutenberg.org/cache/epub/60188/pg60188.html,true
SRC_R05_B01_016,Robin Goodfellow,Historic UK,Historic UK,https://www.historic-uk.com/CultureUK/Robin-Goodfellow/,true
SRC_R05_B01_017,ARZŪR,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/arzur-mid/,true
SRC_R05_B01_018,DĪV,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/div/,true
SRC_R05_B01_019,Imp Definition & Meaning,Merriam-Webster,"Merriam-Webster, Incorporated",https://www.merriam-webster.com/dictionary/imp,true
SRC_R05_B01_020,Illustrated Legends of the Kitano Tenjin Shrine,The Metropolitan Museum of Art,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/45428,true
SRC_R05_B01_021,Devi,World History Encyclopedia,World History Publishing,https://www.worldhistory.org/Devi/,true
SRC_R06_B01_001,"Ibn Kathir (Abridged) — Tafsir Surah An-Naml, Ayah 39",Quran.com,Quran.com,https://quran.com/an-naml/39/tafsirs/en-tafisr-ibn-kathir,true
SRC_R06_B01_002,Hill Forts of Rajasthan,UNESCO World Heritage Centre,UNESCO,https://whc.unesco.org/en/list/247/,true
SRC_R06_B01_003,Genesis 6:1-7,Bible Gateway,Bible Gateway,https://www.biblegateway.com/passage/?search=genesis+6%3A1-7&version=CEB%3BNIV%3BNET%3BNRSVUE%3BLEB,true
SRC_R06_B01_004,Angels and Angelology,Encyclopedia.com,Encyclopaedia Judaica,https://www.encyclopedia.com/religion/encyclopedias-almanacs-transcripts-and-maps/angels-and-angelology,true
SRC_R06_B01_005,AFGHAN,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/afgan-in-current-political-usage-any-citizen-of-afghanistan-whatever-his-ethnic-tribal-or-religious-affiliation/,true
SRC_R06_B01_006,GENIE,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/genie/,true
SRC_R06_B01_007,IRANIAN IDENTITY iii. MEDIEVAL ISLAMIC PERIOD,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/iranian-identity-iii-medieval-islamic-period/,true
SRC_R06_B01_008,JERGA,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/jerga/,true
SRC_R06_B01_009,KURDISH TRIBES,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/kurdish-tribes/,true
SRC_R06_B01_010,NOWRUZ ii. In the Islamic Period,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/nowruz-ii/,true
SRC_R06_B01_011,PAIRIKĀ,Encyclopaedia Iranica,Encyclopaedia Iranica Foundation,https://www.iranicaonline.org/articles/pairika/,true
SRC_R06_B01_012,Sikh House of Worship: The Gurdwara and Tradition of Langar,Sikh Coalition,Sikh Coalition,https://www.sikhcoalition.org/get-involved/resources-for-educators/middle-high-school-resources/sikh-house-worship/,true
SRC_R06_B01_013,Catching Raindrops,UNESCO Multimedia Archives,UNESCO,https://www.unesco.org/archives/multimedia/document-137,true
SRC_R07_B01_001,Basque language,Etxepare Basque Institute,Etxepare Basque Institute,https://basqueculture.eus/en/the-land-of-basque/language,true
SRC_R07_B01_002,Moral Extremes and Suprahuman Potentialities in Tales and Adaptations of the East Asian Folkloric Fox Spirit,Marvels & Tales,Wayne State University Press,https://digitalcommons.wayne.edu/marvels/vol39/iss2/2/,true
SRC_R07_B01_003,The Magic Tea Kettle (Bunbuku Chagama),Asian Art Museum Education,Asian Art Museum of San Francisco,https://education.asianart.org/resources/the-magic-tea-kettle-bunbuku-chagama/,true
SRC_R07_B01_004,Yara-ma-yha-who,"Wikipedia editors, citing David Unaipon's Legendary Tales",Wikimedia Foundation,https://en.wikipedia.org/wiki/Yara-ma-yha-who,true
SRC_R07_B01_005,Baltic song and dance celebrations,UNESCO Intangible Cultural Heritage,UNESCO,https://ich.unesco.org/en/RL/baltic-song-and-dance-celebrations-00087,true
SRC_R07_B01_006,What Do Place-Names Tell about non-Human Beings among Canadian Inuit?,Journal of Northern Studies,Umea University,https://journals.ub.umu.se/index.php/jns/article/download/879/423/2061,true
SRC_R07_B01_007,The Science of Vampires,Katherine Ramsland,Berkley Boulevard Books,https://nnty.fun/downloads/books/TAEL/GENERAL%20KNOWLEDGE/FICTION%20STUDIES/GOTHIC/The%20Science%20of%20Vampires%20-%20Katherine%20Ramsland%20%282002%29.pdf,true
SRC_R07_B01_008,Science and the supernatural: Filipino folklore through a scientific lens,University of the Philippines Diliman College of Science,University of the Philippines Diliman,https://science.upd.edu.ph/science-and-the-supernatural-filipino-folklore-through-a-scientific-lens/,true
SRC_R07_B01_009,The West Germanic Dialect Continuum,Cambridge University Press,Cambridge University Press,https://www.cambridge.org/core/books/abs/cambridge-handbook-of-germanic-linguistics/west-germanic-dialect-continuum/BB2DE0B12B5E05DAA5CD8BE92305FF98,true
SRC_R07_B01_010,Vampires,Encyclopedia of Occultism and Parapsychology,Encyclopedia.com / Gale,https://www.encyclopedia.com/literature-and-arts/classical-literature-mythology-and-folklore/folklore-and-mythology/vampires,true
SRC_R07_B01_011,Werewolf,Encyclopedia of Occultism and Parapsychology,Encyclopedia.com / Gale,https://www.encyclopedia.com/literature-and-arts/classical-literature-mythology-and-folklore/folklore-and-mythology/werewolf,true
SRC_R07_B01_012,Doppelganger,The Oxford Companion to the Body,Encyclopedia.com / Oxford University Press,https://www.encyclopedia.com/medicine/anatomy-and-physiology/anatomy-and-physiology/doppelganger,true
SRC_R07_B01_013,Ghoul,Encyclopedia of Occultism and Parapsychology,Encyclopedia.com / Gale,https://www.encyclopedia.com/philosophy-and-religion/other-religious-beliefs-and-general-terms/miscellaneous-religion/ghoul,true
SRC_R07_B01_014,Bertsolaritza: Oral literature,Basque Government Department of Culture and Language Policy,Euskadi.eus,https://www.euskadi.eus/web01-a2kulsus/es/contenidos/informacion/bertsoa/en_1338/bertso00_i.html,true
SRC_R07_B01_015,IKAKE Project (2024-2028),Finnish Literature Society,Finnish Literature Society,https://www.finlit.fi/en/research-at-the-finnish-literature-society/research-projects/ikake-project-2024-2028/,true
SRC_R07_B01_016,What is a gumiho?,Korean Culture and Information Service,"Ministry of Culture, Sports and Tourism of the Republic of Korea",https://www.mcst.go.kr/english/policy/kocis/newsView.jsp?pSeq=102,true
SRC_R07_B01_017,The history of Nordic co-operation,Nordic Council of Ministers,Nordic Council of Ministers,https://www.norden.org/en/information/history-nordic-co-operation,true
SRC_R07_B01_018,"The Ancient Terror of the Chinese Hopping Corpse, Jiangshi",PBS Monstrum,Public Broadcasting Service,https://www.pbs.org/video/the-ancient-terror-of-the-chinese-hopping-corpse-jiangshi-0dtmtb/,true
SRC_R07_B01_019,Here be Monsters! Sea Monsters of Scottish Folktale,Scottish Maritime Museum,Scottish Maritime Museum,https://www.scottishmaritimemuseum.org/here-be-monsters-sea-monsters-of-scottish-folktale-by-shelby-judge/,true
SRC_R07_B01_020,Preston Singletary: Raven Visits SFO,SFO Museum,San Francisco Airport Commission,https://www.sfomuseum.org/exhibitions/preston-singletary-raven-visits-sfo/gallery,true
SRC_R08_B01_001,Beautiful Sunbird,San Diego Zoo Wildlife Alliance,San Diego Zoo Wildlife Alliance,https://animals.sandiegozoo.org/animals/beautiful-sunbird,true
SRC_R08_B01_002,Sociable Weaver,San Diego Zoo Wildlife Alliance,San Diego Zoo Wildlife Alliance,https://animals.sandiegozoo.org/animals/sociable-weaver,true
SRC_R08_B01_003,African Pied Wagtail,"eBird, Cornell Lab of Ornithology","eBird, Cornell Lab of Ornithology",https://ebird.org/species/afpwag1/,true
SRC_R08_B01_004,The Mighty Long River: Yangtze River Culture Exhibition,National Museum of China,National Museum of China,https://en.chnmuseum.cn/exhibition/exhibition_series/temporary_exhibitions/historical_and_cultural_exhibition/202112/t20211223_253303.html,true
SRC_R08_B01_005,Atlantic canary,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Atlantic_canary,true
SRC_R08_B01_006,Eurasian golden oriole,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Eurasian_golden_oriole,true
SRC_R08_B01_007,Great bowerbird,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Great_bowerbird,true
SRC_R08_B01_008,Greater bird-of-paradise,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Greater_bird-of-paradise,true
SRC_R08_B01_009,Greater hoopoe-lark,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Greater_hoopoe-lark,true
SRC_R08_B01_010,Magpie shrike,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Magpie_shrike,true
SRC_R08_B01_011,Paradise tanager,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Paradise_tanager,true
SRC_R08_B01_012,Red-necked tanager,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Red-necked_tanager,true
SRC_R08_B01_013,Village weaver,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Village_weaver,true
SRC_R08_B01_014,White bellbird,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/White_bellbird,true
SRC_R08_B01_015,Wilson's bird-of-paradise,Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Wilson%27s_bird-of-paradise,true
SRC_R08_B01_016,Common Raven,U.S. National Park Service,U.S. National Park Service,https://home.nps.gov/articles/000/common-raven.htm,true
SRC_R08_B01_017,Ainu History from the Perspective of Archaeology and Historical Studies,National Ainu Museum,National Ainu Museum,https://nam.go.jp/th/exhibition/floor2/special/rekishi2023/,true
SRC_R08_B01_018,National recovery plan for the Gouldian finch: background,Australian Government Department of Agriculture,Australian Government Department of Agriculture,https://www.agriculture.gov.au/sites/default/files/documents/e-gouldiae-background.pdf,true
SRC_R08_B01_019,American Crow Overview,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/American_Crow/,true
SRC_R08_B01_020,Baltimore Oriole Overview,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Baltimore_Oriole/,true
SRC_R08_B01_021,Barn Swallow Overview,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Barn_Swallow,true
SRC_R08_B01_022,Blue Jay Overview,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Blue_Jay/overview,true
SRC_R08_B01_023,Cliff Swallow Life History,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Cliff_Swallow/lifehistory,true
SRC_R08_B01_024,Common Myna Overview,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Common_Myna/overview,true
SRC_R08_B01_025,Eurasian Magpie Life History,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Eurasian_Magpie/lifehistory,true
SRC_R08_B01_026,Eurasian Skylark Life History,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Eurasian_Skylark/lifehistory,true
SRC_R08_B01_027,European Starling Overview,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/European_Starling/overview,true
SRC_R08_B01_028,Horned Lark Life History,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Horned_Lark/lifehistory,true
SRC_R08_B01_029,House Sparrow Life History,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/House_Sparrow/lifehistory,true
SRC_R08_B01_030,Loggerhead Shrike Overview,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Loggerhead_Shrike/overview,true
SRC_R08_B01_031,Northern Yellow Warbler Life History,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Northern_Yellow_Warbler/lifehistory,true
SRC_R08_B01_032,Purple Martin Overview,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Purple_Martin,true
SRC_R08_B01_033,Red Crossbill Life History,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/Red_Crossbill/lifehistory,true
SRC_R08_B01_034,White Wagtail Life History,Cornell Lab of Ornithology,Cornell Lab of Ornithology,https://www.allaboutbirds.org/guide/White_Wagtail/lifehistory,true
SRC_R08_B01_035,Scarlet-chested Sunbird,BirdForum Opus,BirdForum Opus,https://www.birdforum.net/opus/Scarlet-chested_Sunbird,true
SRC_R08_B01_036,Sounds of the Birds-of-Paradise,"Birds-of-Paradise Project, Cornell Lab of Ornithology","Birds-of-Paradise Project, Cornell Lab of Ornithology",https://www.birdsofparadiseproject.org/sound/,true
SRC_R08_B01_037,Chaffinch,British Trust for Ornithology,British Trust for Ornithology,https://www.bto.org/learn/about-birds/birdfacts/chaffinch,true
SRC_R08_B01_038,Hawfinch,British Trust for Ornithology,British Trust for Ornithology,https://www.bto.org/learn/about-birds/birdfacts/hawfinch,true
SRC_R08_B01_039,Meadow Pipit,British Trust for Ornithology,British Trust for Ornithology,https://www.bto.org/learn/about-birds/birdfacts/meadow-pipit,true
SRC_R08_B01_040,Robin,British Trust for Ornithology,British Trust for Ornithology,https://www.bto.org/learn/about-birds/birdfacts/robin,true
SRC_R08_B01_041,Song Thrush,British Trust for Ornithology,British Trust for Ornithology,https://www.bto.org/learn/about-birds/birdfacts/song-thrush,true
SRC_R08_B01_042,Ancient China,National Museum of China,National Museum of China,https://www.chnmuseum.cn/portals/0/web/zt/gudai/en/index.html,true
SRC_R08_B01_043,Superb Starling cooperative breeding,Columbia University,Columbia University,https://www.columbia.edu/~dr2497/download/rubenstein-2016-book.pdf,true
SRC_R08_B01_044,Lyrebirds,"NSW Department of Climate Change, Energy, the Environment and Water","NSW Department of Climate Change, Energy, the Environment and Water",https://www.environment.nsw.gov.au/topics/animals-and-plants/native-animals/native-animal-facts/birds/lyrebirds,true
SRC_R08_B01_045,Bali Myna,Lincoln Park Zoo,Lincoln Park Zoo,https://www.lpzoo.org/animals/bali-myna/,true
SRC_R08_B01_046,What is Washoku?,"Japan Ministry of Agriculture, Forestry and Fisheries","Japan Ministry of Agriculture, Forestry and Fisheries",https://www.maff.go.jp/e/policies/market/washoku-world-challenge/en/learning_01.html,true
SRC_R08_B01_047,Kimjang goes global: The universal appeal of kimchi,"Republic of Korea Ministry of Culture, Sports and Tourism","Republic of Korea Ministry of Culture, Sports and Tourism",https://www.mcst.go.kr/english/policy/kocis/newsView.jsp?pSeq=291,true
SRC_R08_B01_048,Albert's lyrebird,NSW National Parks and Wildlife Service,NSW National Parks and Wildlife Service,https://www.nationalparks.nsw.gov.au/plants-and-animals/alberts-lyrebird,true
SRC_R08_B01_049,Satin bowerbird,NSW National Parks and Wildlife Service,NSW National Parks and Wildlife Service,https://www.nationalparks.nsw.gov.au/plants-and-animals/satin-bowerbird,true
SRC_R08_B01_050,Tūī,New Zealand Birds Online,New Zealand Birds Online,https://www.nzbirdsonline.org.nz/species/tui,true
SRC_R08_B01_051,Red-billed Quelea,Oiseaux.net,Oiseaux.net,https://www.oiseaux.net/en/oiseaux/red-billed.quelea.html,true
SRC_R08_B01_052,Social behaviour of New Holland Honeyeaters,CSIRO Publishing,CSIRO Publishing,https://www.publish.csiro.au/MU/pdf/MU9890055,true
SRC_R08_B01_053,Great grey shrike,The Wildlife Trusts,The Wildlife Trusts,https://www.wildlifetrusts.org/wildlife-explorer/birds/crows-and-shrikes/great-grey-shrike,true
SRC_R08_B01_054,Nine Realms of Norse Cosmology,World History Encyclopedia,World History Encyclopedia,https://www.worldhistory.org/article/1305/nine-realms-of-norse-cosmology/,true
SRC_R09_B01_001,"The History of Ireland, Section VII",Corpus of Electronic Texts,University College Cork,https://celt.ucc.ie/published/T100054/text017.html,true
SRC_R09_B01_002,Elemental,Wikipedia contributors,Wikimedia Foundation,https://en.wikipedia.org/wiki/Elemental,true
SRC_R09_B01_003,Jotunn,Wikipedia contributors,Wikimedia Foundation,https://en.wikipedia.org/wiki/J%C3%B6tunn,true
