researchUnitId,breedId,inheritanceRule,unitEvidenceRefs
SPC_DRACO_COGNATUS,BRD_DRAGONKIN_LONG,EXACT_TRADITION,EVD_JRN_R16_B01_SPC_DRACO_COGNATUS_PERSONALITY_ID_001 | EVD_JRN_R16_B01_SPC_DRACO_COGNATUS_TERRAIN_BROAD_001 | EVD_JRN_R16_B01_SPC_DRACO_COGNATUS_TERRAIN_SPECIFIC_001
SPC_DRACO_COGNATUS,BRD_DRAGONKIN_WESTERN,EXACT_TRADITION,EVD_JRN_R16_B01_SPC_DRACO_COGNATUS_PERSONALITY_ID_001 | EVD_JRN_R16_B01_SPC_DRACO_COGNATUS_TERRAIN_BROAD_001 | EVD_JRN_R16_B01_SPC_DRACO_COGNATUS_TERRAIN_SPECIFIC_001
SPC_DRACO_COGNATUS,BRD_DRAGONKIN_WYVERNKIN,EXACT_TRADITION,EVD_JRN_R16_B01_SPC_DRACO_COGNATUS_PERSONALITY_ID_001 | EVD_JRN_R16_B01_SPC_DRACO_COGNATUS_TERRAIN_BROAD_001 | EVD_JRN_R16_B01_SPC_DRACO_COGNATUS_TERRAIN_SPECIFIC_001
SPC_REVIVUS_DRAUGR,BRD_DRAUGR,EXACT_TRADITION,EVD_JRN_R05_B01_SPC_REVIVUS_DRAUGR_PERSONALITY_ID_001 | EVD_JRN_R05_B01_SPC_REVIVUS_DRAUGR_TERRAIN_BROAD_001 | EVD_JRN_R05_B01_SPC_REVIVUS_DRAUGR_TERRAIN_SPECIFIC_001
SPC_PHYTOSPIRITUS_ARBOREUS,BRD_DRYADS_DRYAD,EXACT_TRADITION,EVD_JRN_R20_B02_SPC_PHYTOSPIRITUS_ARBOREUS_PERSONALITY_ID_001 | EVD_JRN_R20_B02_SPC_PHYTOSPIRITUS_ARBOREUS_TERRAIN_BROAD_001 | EVD_JRN_R20_B02_SPC_PHYTOSPIRITUS_ARBOREUS_TERRAIN_SPECIFIC_001
SPC_PHYTOSPIRITUS_ARBOREUS,BRD_DRYADS_HAMADRYAD,EXACT_TRADITION,EVD_JRN_R20_B02_SPC_PHYTOSPIRITUS_ARBOREUS_PERSONALITY_ID_001 | EVD_JRN_R20_B02_SPC_PHYTOSPIRITUS_ARBOREUS_TERRAIN_BROAD_001 | EVD_JRN_R20_B02_SPC_PHYTOSPIRITUS_ARBOREUS_TERRAIN_SPECIFIC_001
SPC_ORNITHORHYNCHUS_ANATINUS,BRD_DUCK_BILLED_PLATYPUS,EXACT_SPECIES,EVD_JRN_R22_B01_SPC_ORNITHORHYNCHUS_ANATINUS_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_ORNITHORHYNCHUS_ANATINUS_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_ORNITHORHYNCHUS_ANATINUS_TERRAIN_SPECIFIC_001
SPC_DUGONG_DUGON,BRD_DUGONG,EXACT_SPECIES,EVD_JRN_R11_B01_SPC_DUGONG_DUGON_PERSONALITY_ID_001 | EVD_JRN_R11_B01_SPC_DUGONG_DUGON_TERRAIN_BROAD_001 | EVD_JRN_R11_B01_SPC_DUGONG_DUGON_TERRAIN_SPECIFIC_001
SPC_PARVULUS_FABRILIS,BRD_DWARF,EXACT_TRADITION,EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_PERSONALITY_ID_001 | EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_TERRAIN_SPECIFIC_001
SPC_CASUARIUS_BENNETTI,BRD_DWARF_CASSOWARY,EXACT_SPECIES,EVD_JRN_R17_B01_SPC_CASUARIUS_BENNETTI_PERSONALITY_ID_001 | EVD_JRN_R17_B01_SPC_CASUARIUS_BENNETTI_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_SPC_CASUARIUS_BENNETTI_TERRAIN_SPECIFIC_001
SPC_OSTEOLAEMUS_TETRASPIS,BRD_DWARF_CROCODILE,EXACT_SPECIES,EVD_JRN_R04_B01_SPC_OSTEOLAEMUS_TETRASPIS_PERSONALITY_ID_001 | EVD_JRN_R04_B01_SPC_OSTEOLAEMUS_TETRASPIS_TERRAIN_BROAD_001 | EVD_JRN_R04_B01_SPC_OSTEOLAEMUS_TETRASPIS_TERRAIN_SPECIFIC_001
SPC_PSEUDOBRANCHUS_STRIATUS,BRD_DWARF_SIREN,EXACT_SPECIES,EVD_JRN_R13_B01_SPC_PSEUDOBRANCHUS_STRIATUS_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_PSEUDOBRANCHUS_STRIATUS_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_PSEUDOBRANCHUS_STRIATUS_TERRAIN_SPECIFIC_001
SPC_PARVULUS_FABRILIS,BRD_DWARVES_DUERGAR,EXACT_TRADITION,EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_PERSONALITY_ID_001 | EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_TERRAIN_SPECIFIC_001
SPC_PARVULUS_FABRILIS,BRD_DWARVES_HILL_DWARF,EXACT_TRADITION,EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_PERSONALITY_ID_001 | EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_TERRAIN_SPECIFIC_001
SPC_PARVULUS_FABRILIS,BRD_DWARVES_MOUNTAIN_DWARF,EXACT_TRADITION,EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_PERSONALITY_ID_001 | EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_TERRAIN_BROAD_001 | EVD_JRN_R03_B01_SPC_PARVULUS_FABRILIS_TERRAIN_SPECIFIC_001
SPC_PERAMELES_GUNNII,BRD_EASTERN_BARRED_BANDICOOT,EXACT_SPECIES,EVD_JRN_R22_B01_SPC_PERAMELES_GUNNII_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_PERAMELES_GUNNII_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_PERAMELES_GUNNII_TERRAIN_SPECIFIC_001
SPC_MICRURUS_FULVIUS,BRD_EASTERN_CORAL_SNAKE,EXACT_SPECIES,EVD_JRN_R25_B02_SPC_MICRURUS_FULVIUS_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_MICRURUS_FULVIUS_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_MICRURUS_FULVIUS_TERRAIN_SPECIFIC_001
SPC_OPHISAURUS_VENTRALIS,BRD_EASTERN_GLASS_LIZARD,EXACT_SPECIES,EVD_JRN_R24_B01_SPC_OPHISAURUS_VENTRALIS_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_OPHISAURUS_VENTRALIS_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_OPHISAURUS_VENTRALIS_TERRAIN_SPECIFIC_001
SPC_SCIURUS_CAROLINENSIS,BRD_EASTERN_GRAY_SQUIRREL,EXACT_SPECIES,EVD_JRN_R20_B01_SPC_SCIURUS_CAROLINENSIS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_SCIURUS_CAROLINENSIS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_SCIURUS_CAROLINENSIS_TERRAIN_SPECIFIC_001
SPC_CHELODINA_LONGICOLLIS,BRD_EASTERN_LONG_NECKED_TURTLE,EXACT_SPECIES,EVD_JRN_R04_B01_SPC_CHELODINA_LONGICOLLIS_PERSONALITY_ID_001 | EVD_JRN_R04_B01_SPC_CHELODINA_LONGICOLLIS_TERRAIN_BROAD_001 | EVD_JRN_R04_B01_SPC_CHELODINA_LONGICOLLIS_TERRAIN_SPECIFIC_001
SPC_ROMALEA_MICROPTERA,BRD_EASTERN_LUBBER_GRASSHOPPER,EXACT_SPECIES,EVD_JRN_R25_B02_SPC_ROMALEA_MICROPTERA_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_ROMALEA_MICROPTERA_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_ROMALEA_MICROPTERA_TERRAIN_SPECIFIC_001
SPC_SCALOPUS_AQUATICUS,BRD_EASTERN_MOLE,EXACT_SPECIES,EVD_JRN_R23_B01_SPC_SCALOPUS_AQUATICUS_PERSONALITY_ID_001 | EVD_JRN_R23_B01_SPC_SCALOPUS_AQUATICUS_TERRAIN_BROAD_001 | EVD_JRN_R23_B01_SPC_SCALOPUS_AQUATICUS_TERRAIN_SPECIFIC_001
SPC_DASYURUS_VIVERRINUS,BRD_EASTERN_QUOLL,EXACT_SPECIES,EVD_JRN_R22_B01_SPC_DASYURUS_VIVERRINUS_PERSONALITY_ID_001 | EVD_JRN_R22_B01_SPC_DASYURUS_VIVERRINUS_TERRAIN_BROAD_001 | EVD_JRN_R22_B01_SPC_DASYURUS_VIVERRINUS_TERRAIN_SPECIFIC_001
SPC_PANTHEROPHIS_ALLEGHANIENSIS,BRD_EASTERN_RAT_SNAKE,EXACT_SPECIES,EVD_JRN_R25_B02_SPC_PANTHEROPHIS_ALLEGHANIENSIS_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_PANTHEROPHIS_ALLEGHANIENSIS_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_PANTHEROPHIS_ALLEGHANIENSIS_TERRAIN_SPECIFIC_001
SPC_PLETHODON_CINEREUS,BRD_EASTERN_RED_BACKED_SALAMANDER,EXACT_SPECIES,EVD_JRN_R13_B01_SPC_PLETHODON_CINEREUS_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_PLETHODON_CINEREUS_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_PLETHODON_CINEREUS_TERRAIN_SPECIFIC_001
SPC_PAPILIO_GLAUCUS,BRD_EASTERN_TIGER_SWALLOWTAIL,EXACT_SPECIES,EVD_JRN_R25_B02_SPC_PAPILIO_GLAUCUS_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_PAPILIO_GLAUCUS_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_PAPILIO_GLAUCUS_TERRAIN_SPECIFIC_001
SPC_NYCTIMENE_ROBINSONI,BRD_EASTERN_TUBE_NOSED_BAT,EXACT_SPECIES,EVD_JRN_R20_B01_SPC_NYCTIMENE_ROBINSONI_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_NYCTIMENE_ROBINSONI_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_NYCTIMENE_ROBINSONI_TERRAIN_SPECIFIC_001
SPC_ECLECTUS_RORATUS,BRD_ECLECTUS_PARROT,EXACT_SPECIES,EVD_JRN_R19_B01_SPC_ECLECTUS_RORATUS_PERSONALITY_ID_001 | EVD_JRN_R19_B01_SPC_ECLECTUS_RORATUS_TERRAIN_BROAD_001 | EVD_JRN_R19_B01_SPC_ECLECTUS_RORATUS_TERRAIN_SPECIFIC_001
SPC_GLIS_GLIS,BRD_EDIBLE_DORMOUSE,EXACT_SPECIES,EVD_JRN_R20_B01_SPC_GLIS_GLIS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_GLIS_GLIS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_GLIS_GLIS_TERRAIN_SPECIFIC_001
SPC_ROUSETTUS_AEGYPTIACUS,BRD_EGYPTIAN_FRUIT_BAT,EXACT_SPECIES,EVD_JRN_R20_B01_SPC_ROUSETTUS_AEGYPTIACUS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_ROUSETTUS_AEGYPTIACUS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_ROUSETTUS_AEGYPTIACUS_TERRAIN_SPECIFIC_001
SPC_HERPESTES_ICHNEUMON,BRD_EGYPTIAN_MONGOOSE,EXACT_SPECIES,EVD_JRN_R02_B01_SPC_HERPESTES_ICHNEUMON_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_HERPESTES_ICHNEUMON_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_HERPESTES_ICHNEUMON_TERRAIN_SPECIFIC_001
SPC_UROMASTYX_AEGYPTIA,BRD_EGYPTIAN_SPINY_TAILED_LIZARD,EXACT_SPECIES,EVD_JRN_R24_B01_SPC_UROMASTYX_AEGYPTIA_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_UROMASTYX_AEGYPTIA_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_UROMASTYX_AEGYPTIA_TERRAIN_SPECIFIC_001
SPC_NEOPHRON_PERCNOPTERUS,BRD_EGYPTIAN_VULTURE,EXACT_SPECIES,EVD_JRN_R18_B01_SPC_NEOPHRON_PERCNOPTERUS_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_NEOPHRON_PERCNOPTERUS_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_NEOPHRON_PERCNOPTERUS_TERRAIN_SPECIFIC_001
SPC_MALAPTERURUS_ELECTRICUS,BRD_ELECTRIC_CATFISH,EXACT_SPECIES,EVD_JRN_R14_B01_SPC_MALAPTERURUS_ELECTRICUS_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_MALAPTERURUS_ELECTRICUS_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_MALAPTERURUS_ELECTRICUS_TERRAIN_SPECIFIC_001
SPC_ELECTROPHORUS_ELECTRICUS,BRD_ELECTRIC_EEL,EXACT_SPECIES,EVD_JRN_R14_B01_SPC_ELECTROPHORUS_ELECTRICUS_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_ELECTROPHORUS_ELECTRICUS_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_ELECTROPHORUS_ELECTRICUS_TERRAIN_SPECIFIC_001
SPC_EUDROMIA_ELEGANS,BRD_ELEGANT_CRESTED_TINAMOU,EXACT_SPECIES,EVD_JRN_R17_B01_SPC_EUDROMIA_ELEGANS_PERSONALITY_ID_001 | EVD_JRN_R17_B01_SPC_EUDROMIA_ELEGANS_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_SPC_EUDROMIA_ELEGANS_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTAL,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_AIR,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_CRYSTAL,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_EARTH,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_FIRE,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_ICE,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_LIGHTNING,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_MAGMA,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_METAL,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_SAND,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_SMOKE,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_WATER,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ELEMENTUM_INCARNATUM,BRD_ELEMENTALS_WOOD,EXACT_TRADITION,EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_PERSONALITY_ID_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_BROAD_001 | EVD_JRN_R09_B01_SPC_ELEMENTUM_INCARNATUM_TERRAIN_SPECIFIC_001
SPC_ACROCHORDUS_JAVANICUS,BRD_ELEPHANT_TRUNK_SNAKE,EXACT_SPECIES,EVD_JRN_R25_B01_SPC_ACROCHORDUS_JAVANICUS_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_ACROCHORDUS_JAVANICUS_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_ACROCHORDUS_JAVANICUS_TERRAIN_SPECIFIC_001
SPC_CERVUS_CANADENSIS,BRD_ELK,EXACT_SPECIES,EVD_JRN_R02_B01_SPC_CERVUS_CANADENSIS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_CERVUS_CANADENSIS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_CERVUS_CANADENSIS_TERRAIN_SPECIFIC_001
SPC_ALFAR_VARIABILIS,BRD_ELVES_DARK,EXACT_TRADITION,EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_SPECIFIC_001
SPC_ALFAR_VARIABILIS,BRD_ELVES_HIGH,EXACT_TRADITION,EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_SPECIFIC_001
SPC_ALFAR_VARIABILIS,BRD_ELVES_SEA,EXACT_TRADITION,EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_SPECIFIC_001
SPC_ALFAR_VARIABILIS,BRD_ELVES_SNOW,EXACT_TRADITION,EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_SPECIFIC_001
SPC_ALFAR_VARIABILIS,BRD_ELVES_WOOD,EXACT_TRADITION,EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_ALFAR_VARIABILIS_TERRAIN_SPECIFIC_001
SPC_AMPULEX_COMPRESSA,BRD_EMERALD_COCKROACH_WASP,EXACT_SPECIES,EVD_JRN_R25_B01_SPC_AMPULEX_COMPRESSA_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_AMPULEX_COMPRESSA_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_AMPULEX_COMPRESSA_TERRAIN_SPECIFIC_001
SPC_CORALLUS_CANINUS,BRD_EMERALD_TREE_BOA,EXACT_SPECIES,EVD_JRN_R25_B01_SPC_CORALLUS_CANINUS_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_CORALLUS_CANINUS_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_CORALLUS_CANINUS_TERRAIN_SPECIFIC_001
SPC_VARANUS_PRASINUS,BRD_EMERALD_TREE_MONITOR,EXACT_SPECIES,EVD_JRN_R24_B01_SPC_VARANUS_PRASINUS_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_VARANUS_PRASINUS_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_VARANUS_PRASINUS_TERRAIN_SPECIFIC_001
SPC_ANAX_IMPERATOR,BRD_EMPEROR_DRAGONFLY,EXACT_SPECIES,EVD_JRN_R25_B01_SPC_ANAX_IMPERATOR_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_ANAX_IMPERATOR_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_ANAX_IMPERATOR_TERRAIN_SPECIFIC_001
SPC_ANSER_CANAGICUS,BRD_EMPEROR_GOOSE,EXACT_SPECIES,EVD_JRN_R01_B01_SPC_ANSER_CANAGICUS_PERSONALITY_001 | EVD_JRN_R01_B01_SPC_ANSER_CANAGICUS_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_ANSER_CANAGICUS_TERRAIN_SPECIFIC_001
SPC_TYLOTOTRITON_SHANJING,BRD_EMPEROR_NEWT,EXACT_SPECIES,EVD_JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_TYLOTOTRITON_SHANJING_TERRAIN_SPECIFIC_001
SPC_APTENODYTES_FORSTERI,BRD_EMPEROR_PENGUIN,EXACT_SPECIES,EVD_JRN_R01_B01_SPC_APTENODYTES_FORSTERI_PERSONALITY_001 | EVD_JRN_R01_B01_SPC_APTENODYTES_FORSTERI_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_APTENODYTES_FORSTERI_TERRAIN_SPECIFIC_001
SPC_PANDINUS_IMPERATOR,BRD_EMPEROR_SCORPION,EXACT_SPECIES,EVD_JRN_R25_B02_SPC_PANDINUS_IMPERATOR_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_PANDINUS_IMPERATOR_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_PANDINUS_IMPERATOR_TERRAIN_SPECIFIC_001
SPC_SAGUINUS_IMPERATOR,BRD_EMPEROR_TAMARIN,EXACT_SPECIES,EVD_JRN_R15_B01_SPC_SAGUINUS_IMPERATOR_PERSONALITY_ID_001 | EVD_JRN_R15_B01_SPC_SAGUINUS_IMPERATOR_TERRAIN_BROAD_001 | EVD_JRN_R15_B01_SPC_SAGUINUS_IMPERATOR_TERRAIN_SPECIFIC_001
SPC_DAEMON_EMPUSA,BRD_EMPUSA,EXACT_TRADITION,EVD_JRN_R05_B01_SPC_DAEMON_EMPUSA_PERSONALITY_ID_001 | EVD_JRN_R05_B01_SPC_DAEMON_EMPUSA_TERRAIN_BROAD_001 | EVD_JRN_R05_B01_SPC_DAEMON_EMPUSA_TERRAIN_SPECIFIC_001
SPC_DROMAIUS_NOVAEHOLLANDIAE,BRD_EMU,EXACT_SPECIES,EVD_JRN_R17_B01_SPC_DROMAIUS_NOVAEHOLLANDIAE_PERSONALITY_ID_001 | EVD_JRN_R17_B01_SPC_DROMAIUS_NOVAEHOLLANDIAE_TERRAIN_BROAD_001 | EVD_JRN_R17_B01_SPC_DROMAIUS_NOVAEHOLLANDIAE_TERRAIN_SPECIFIC_001
SPC_ENSATINA_ESCHSCHOLTZII,BRD_ENSATINA_SALAMANDER,EXACT_SPECIES,EVD_JRN_R13_B01_SPC_ENSATINA_ESCHSCHOLTZII_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_ENSATINA_ESCHSCHOLTZII_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_ENSATINA_ESCHSCHOLTZII_TERRAIN_SPECIFIC_001
SPC_EQUUS_HEMIONUS,BRD_EQUUS_HEMIONUS_PERSIAN_ONAGER,EXACT_SPECIES,EVD_JRN_R18_B01_SPC_EQUUS_HEMIONUS_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_EQUUS_HEMIONUS_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_EQUUS_HEMIONUS_TERRAIN_SPECIFIC_001
SPC_EQUUS_KIANG,BRD_EQUUS_KIANG_KIANG,EXACT_SPECIES,EVD_JRN_R18_B01_SPC_EQUUS_KIANG_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_EQUUS_KIANG_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_EQUUS_KIANG_TERRAIN_SPECIFIC_001
