evidenceId,researchUnitId,targetField,batchId,journalEntryId,researchedAt,sourceOpened,sourceUrl,sourceTitle,locator,boundedContext,sourceFact,normalizationBridge,generatedBy,citationId,sourceId,authorOrOrganization,publisher,stableUrlOrIdentifier,subjectAlignment,claimAlignment,citationBoundedContext,journalQuery,journalSearchResultChosen,journalActualOpenedUrl,journalAccepted,inheritedBreedCount,inheritedBreedIds
EVD_JRN_R01_B01_SPC_NANNOPTERUM_HARRISI_TERRAIN_BROAD_001,SPC_NANNOPTERUM_HARRISI,terrainBroad,R01_B01,JRN_R01_B01_SPC_NANNOPTERUM_HARRISI_TERRAIN_BROAD_001,2026-08-19T18:17:32Z,true,https://www.galapagos.org/newsroom/the-worlds-only-flightless-cormorant-is-endemic-to-the-galapagos/,The World's Only Flightless Cormorant is Endemic to Galapagos,Species information and Adaptation,The endemic birds live exclusively along rocky coasts of Fernandina and Isabela and hunt in the adjacent sea.,Natural habitat includes coast and ocean.,"Natural habitat includes coast and ocean. Normalized only to controlled terrainBroad tokens: COASTAL, OCEAN.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_NANNOPTERUM_HARRISI_TERRAIN_BROAD_001,SRC_R01_B01_076,Galapagos Conservancy,Galapagos Conservancy,https://www.galapagos.org/newsroom/the-worlds-only-flightless-cormorant-is-endemic-to-the-galapagos/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The endemic birds live exclusively along rocky coasts of Fernandina and Isabela and hunt in the adjacent sea.,flightless cormorant Galapagos Conservancy behavior habitat,The World's Only Flightless Cormorant is Endemic to Galapagos,https://www.galapagos.org/newsroom/the-worlds-only-flightless-cormorant-is-endemic-to-the-galapagos/,true,1,BRD_FLIGHTLESS_CORMORANT
EVD_JRN_R01_B01_SPC_NANNOPTERUM_HARRISI_TERRAIN_SPECIFIC_001,SPC_NANNOPTERUM_HARRISI,terrainSpecific,R01_B01,JRN_R01_B01_SPC_NANNOPTERUM_HARRISI_TERRAIN_SPECIFIC_001,2026-08-19T18:17:32Z,true,https://www.galapagos.org/newsroom/the-worlds-only-flightless-cormorant-is-endemic-to-the-galapagos/,The World's Only Flightless Cormorant is Endemic to Galapagos,Species information,"The authority names Galapagos islands, rocky volcanic coast, and marine foraging water.","Specific habitat includes island, volcanic shore, and pelagic ocean.","Specific habitat includes island, volcanic shore, and pelagic ocean. Normalized only to controlled terrainSpecific tokens: ISLAND, VOLCANIC, PELAGIC.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_NANNOPTERUM_HARRISI_TERRAIN_SPECIFIC_001,SRC_R01_B01_076,Galapagos Conservancy,Galapagos Conservancy,https://www.galapagos.org/newsroom/the-worlds-only-flightless-cormorant-is-endemic-to-the-galapagos/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The authority names Galapagos islands, rocky volcanic coast, and marine foraging water.",flightless cormorant Galapagos Conservancy behavior habitat,The World's Only Flightless Cormorant is Endemic to Galapagos,https://www.galapagos.org/newsroom/the-worlds-only-flightless-cormorant-is-endemic-to-the-galapagos/,true,1,BRD_FLIGHTLESS_CORMORANT
EVD_JRN_R01_B01_SPC_NEOPHOCAENA_PHOCAENOIDES_PERSONALITY_ID_001,SPC_NEOPHOCAENA_PHOCAENOIDES,personalityId,R01_B01,JRN_R01_B01_SPC_NEOPHOCAENA_PHOCAENOIDES_PERSONALITY_ID_001,2026-08-19T18:19:34Z,true,https://animaldiversity.org/accounts/Neophocaena_phocaenoides/,Neophocaena phocaenoides (finless porpoise),Behavior section,Some Japanese groups frequent the Inland Sea in spring and migrate to the Pacific coast from late summer to midwinter.,Some finless porpoise groups make a documented seasonal migration between inland sea and Pacific-coast waters.,The account explicitly reports seasonal migration by Japanese groups; this observable directed movement maps narrowly to migration purpose.,BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_NEOPHOCAENA_PHOCAENOIDES_PERSONALITY_ID_001,SRC_R01_B01_041,"Animal Diversity Web, University of Michigan Museum of Zoology",University of Michigan,https://animaldiversity.org/accounts/Neophocaena_phocaenoides/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Some Japanese groups frequent the Inland Sea in spring and migrate to the Pacific coast from late summer to midwinter.,site:animaldiversity.org/accounts/Neophocaena_phocaenoides finless porpoise behavior habitat,Animal Diversity Web exact species account for Neophocaena phocaenoides,https://animaldiversity.org/accounts/Neophocaena_phocaenoides/,true,1,BRD_INDO_PACIFIC_FINLESS_PORPOISE
EVD_JRN_R01_B01_SPC_NEOPHOCAENA_PHOCAENOIDES_TERRAIN_BROAD_001,SPC_NEOPHOCAENA_PHOCAENOIDES,terrainBroad,R01_B01,JRN_R01_B01_SPC_NEOPHOCAENA_PHOCAENOIDES_TERRAIN_BROAD_001,2026-08-19T18:19:34Z,true,https://animaldiversity.org/accounts/Neophocaena_phocaenoides/,Neophocaena phocaenoides (finless porpoise),"Geographic Range and Habitat sections, lines 42 and 50-52",The species occurs in Southeast Asian coastal waters and rivers and inhabits both fresh and salt water.,Finless porpoises use coastal marine waters and freshwater systems.,"Finless porpoises use coastal marine waters and freshwater systems. Normalized only to controlled terrainBroad tokens: COASTAL, FRESHWATER, OCEAN.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_NEOPHOCAENA_PHOCAENOIDES_TERRAIN_BROAD_001,SRC_R01_B01_041,"Animal Diversity Web, University of Michigan Museum of Zoology",University of Michigan,https://animaldiversity.org/accounts/Neophocaena_phocaenoides/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The species occurs in Southeast Asian coastal waters and rivers and inhabits both fresh and salt water.,site:animaldiversity.org/accounts/Neophocaena_phocaenoides finless porpoise behavior habitat,Animal Diversity Web exact species account for Neophocaena phocaenoides,https://animaldiversity.org/accounts/Neophocaena_phocaenoides/,true,1,BRD_INDO_PACIFIC_FINLESS_PORPOISE
EVD_JRN_R01_B01_SPC_NEOPHOCAENA_PHOCAENOIDES_TERRAIN_SPECIFIC_001,SPC_NEOPHOCAENA_PHOCAENOIDES,terrainSpecific,R01_B01,JRN_R01_B01_SPC_NEOPHOCAENA_PHOCAENOIDES_TERRAIN_SPECIFIC_001,2026-08-19T18:19:34Z,true,https://animaldiversity.org/accounts/Neophocaena_phocaenoides/,Neophocaena phocaenoides (finless porpoise),"Habitat section, lines 50-52",The account identifies the Yangtze River and inland lakes among occupied habitats.,Documented habitat includes rivers and inland lakes.,"Documented habitat includes rivers and inland lakes. Normalized only to controlled terrainSpecific tokens: RIVER, LAKE.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_NEOPHOCAENA_PHOCAENOIDES_TERRAIN_SPECIFIC_001,SRC_R01_B01_041,"Animal Diversity Web, University of Michigan Museum of Zoology",University of Michigan,https://animaldiversity.org/accounts/Neophocaena_phocaenoides/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The account identifies the Yangtze River and inland lakes among occupied habitats.,site:animaldiversity.org/accounts/Neophocaena_phocaenoides finless porpoise behavior habitat,Animal Diversity Web exact species account for Neophocaena phocaenoides,https://animaldiversity.org/accounts/Neophocaena_phocaenoides/,true,1,BRD_INDO_PACIFIC_FINLESS_PORPOISE
EVD_JRN_R01_B01_SPC_NUMENIUS_ARQUATA_PERSONALITY_ID_001,SPC_NUMENIUS_ARQUATA,personalityId,R01_B01,JRN_R01_B01_SPC_NUMENIUS_ARQUATA_PERSONALITY_ID_001,2026-08-19T18:20:35Z,true,https://www.rspb.org.uk/helping-nature/what-we-do/protecting-species-and-habitats/species-spotlight/species-spotlight-curlew,Priority Species Spotlight: Curlew,"Impressing their mate, lines 23-25",Male Curlews perform display flights with a parachuting descent and bubbling song to impress a mate.,Male Eurasian Curlews perform an aerial and vocal courtship display.,"The RSPB documents a conspicuous male display flight and song explicitly used to impress a mate, directly matching courtship display.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_NUMENIUS_ARQUATA_PERSONALITY_ID_001,SRC_R01_B01_082,Royal Society for the Protection of Birds,RSPB,https://www.rspb.org.uk/helping-nature/what-we-do/protecting-species-and-habitats/species-spotlight/species-spotlight-curlew,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Male Curlews perform display flights with a parachuting descent and bubbling song to impress a mate.,site:rspb.org.uk Curlew Numenius arquata habitat courtship behaviour,RSPB Priority Species Spotlight: Curlew,https://www.rspb.org.uk/helping-nature/what-we-do/protecting-species-and-habitats/species-spotlight/species-spotlight-curlew,true,1,BRD_EURASIAN_CURLEW
EVD_JRN_R01_B01_SPC_NUMENIUS_ARQUATA_TERRAIN_BROAD_001,SPC_NUMENIUS_ARQUATA,terrainBroad,R01_B01,JRN_R01_B01_SPC_NUMENIUS_ARQUATA_TERRAIN_BROAD_001,2026-08-19T18:20:35Z,true,https://www.rspb.org.uk/helping-nature/what-we-do/protecting-species-and-habitats/species-spotlight/species-spotlight-curlew,Priority Species Spotlight: Curlew,"Get to know Curlews, lines 19-25; RSPB Curlew species account","Curlews winter around coasts and breed inland in uplands; the species account identifies estuaries, moors, rough grasslands and wetlands.","Eurasian Curlews use coastal, wetland, and grassland environments seasonally.","Eurasian Curlews use coastal, wetland, and grassland environments seasonally. Normalized only to controlled terrainBroad tokens: COASTAL, WETLAND, GRASSLAND.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_NUMENIUS_ARQUATA_TERRAIN_BROAD_001,SRC_R01_B01_082,Royal Society for the Protection of Birds,RSPB,https://www.rspb.org.uk/helping-nature/what-we-do/protecting-species-and-habitats/species-spotlight/species-spotlight-curlew,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Curlews winter around coasts and breed inland in uplands; the species account identifies estuaries, moors, rough grasslands and wetlands.",site:rspb.org.uk Curlew Numenius arquata habitat courtship behaviour,RSPB Priority Species Spotlight: Curlew,https://www.rspb.org.uk/helping-nature/what-we-do/protecting-species-and-habitats/species-spotlight/species-spotlight-curlew,true,1,BRD_EURASIAN_CURLEW
EVD_JRN_R01_B01_SPC_NUMENIUS_ARQUATA_TERRAIN_SPECIFIC_001,SPC_NUMENIUS_ARQUATA,terrainSpecific,R01_B01,JRN_R01_B01_SPC_NUMENIUS_ARQUATA_TERRAIN_SPECIFIC_001,2026-08-19T18:20:35Z,true,https://www.rspb.org.uk/helping-nature/what-we-do/protecting-species-and-habitats/species-spotlight/species-spotlight-curlew,Priority Species Spotlight: Curlew,"RSPB Curlew species account, How to identify","Winter feeding occurs on tidal mudflats, saltmarshes and farmland; breeding habitats include rough grasslands, moorlands and bogs.","Documented habitats include estuaries, mudflats, marshes, meadows/rough grassland, and bogs.","Documented habitats include estuaries, mudflats, marshes, meadows/rough grassland, and bogs. Normalized only to controlled terrainSpecific tokens: ESTUARY, MUDFLAT, MARSH, MEADOW, BOG.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_NUMENIUS_ARQUATA_TERRAIN_SPECIFIC_001,SRC_R01_B01_082,Royal Society for the Protection of Birds,RSPB,https://www.rspb.org.uk/helping-nature/what-we-do/protecting-species-and-habitats/species-spotlight/species-spotlight-curlew,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Winter feeding occurs on tidal mudflats, saltmarshes and farmland; breeding habitats include rough grasslands, moorlands and bogs.",site:rspb.org.uk Curlew Numenius arquata habitat courtship behaviour,RSPB Priority Species Spotlight: Curlew,https://www.rspb.org.uk/helping-nature/what-we-do/protecting-species-and-habitats/species-spotlight/species-spotlight-curlew,true,1,BRD_EURASIAN_CURLEW
EVD_JRN_R01_B01_SPC_ORCAELLA_BREVIROSTRIS_PERSONALITY_ID_001,SPC_ORCAELLA_BREVIROSTRIS,personalityId,R01_B01,JRN_R01_B01_SPC_ORCAELLA_BREVIROSTRIS_PERSONALITY_ID_001,2026-08-19T18:19:36Z,true,https://animaldiversity.org/accounts/Orcaella_brevirostris/,Orcaella brevirostris (Irrawaddy dolphin),Food Habits section,Lead dolphins herd fish toward shore while fishers cast nets; dolphins then prey around the net and lead line.,Irrawaddy dolphins participate in coordinated fishing with cast-net fishers.,The exact-species account documents dolphins and cast-net fishers coordinating fish herding and net casting; this is direct cooperative foraging behavior.,BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_ORCAELLA_BREVIROSTRIS_PERSONALITY_ID_001,SRC_R01_B01_042,"Animal Diversity Web, University of Michigan Museum of Zoology",University of Michigan,https://animaldiversity.org/accounts/Orcaella_brevirostris/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Lead dolphins herd fish toward shore while fishers cast nets; dolphins then prey around the net and lead line.,site:animaldiversity.org/accounts/Orcaella_brevirostris Irrawaddy dolphin behavior habitat,Animal Diversity Web exact species account for Orcaella brevirostris,https://animaldiversity.org/accounts/Orcaella_brevirostris/,true,1,BRD_IRRAWADDY_DOLPHIN
EVD_JRN_R01_B01_SPC_ORCAELLA_BREVIROSTRIS_TERRAIN_BROAD_001,SPC_ORCAELLA_BREVIROSTRIS,terrainBroad,R01_B01,JRN_R01_B01_SPC_ORCAELLA_BREVIROSTRIS_TERRAIN_BROAD_001,2026-08-19T18:19:36Z,true,https://animaldiversity.org/accounts/Orcaella_brevirostris/,Orcaella brevirostris (Irrawaddy dolphin),Habitat section,The species prefers muddy brackish coastal waters at river mouths; some populations are restricted to fresh water.,Irrawaddy dolphins occupy coastal-brackish and freshwater habitats.,"Irrawaddy dolphins occupy coastal-brackish and freshwater habitats. Normalized only to controlled terrainBroad tokens: COASTAL, FRESHWATER.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_ORCAELLA_BREVIROSTRIS_TERRAIN_BROAD_001,SRC_R01_B01_042,"Animal Diversity Web, University of Michigan Museum of Zoology",University of Michigan,https://animaldiversity.org/accounts/Orcaella_brevirostris/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The species prefers muddy brackish coastal waters at river mouths; some populations are restricted to fresh water.,site:animaldiversity.org/accounts/Orcaella_brevirostris Irrawaddy dolphin behavior habitat,Animal Diversity Web exact species account for Orcaella brevirostris,https://animaldiversity.org/accounts/Orcaella_brevirostris/,true,1,BRD_IRRAWADDY_DOLPHIN
EVD_JRN_R01_B01_SPC_ORCAELLA_BREVIROSTRIS_TERRAIN_SPECIFIC_001,SPC_ORCAELLA_BREVIROSTRIS,terrainSpecific,R01_B01,JRN_R01_B01_SPC_ORCAELLA_BREVIROSTRIS_TERRAIN_SPECIFIC_001,2026-08-19T18:19:36Z,true,https://animaldiversity.org/accounts/Orcaella_brevirostris/,Orcaella brevirostris (Irrawaddy dolphin),Habitat section,"The account identifies river mouths, deltas, rivers, and freshwater lakes as occupied habitat.","Documented habitat includes estuaries, deltas, rivers, and lakes.","Documented habitat includes estuaries, deltas, rivers, and lakes. Normalized only to controlled terrainSpecific tokens: ESTUARY, DELTA, RIVER, LAKE.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_ORCAELLA_BREVIROSTRIS_TERRAIN_SPECIFIC_001,SRC_R01_B01_042,"Animal Diversity Web, University of Michigan Museum of Zoology",University of Michigan,https://animaldiversity.org/accounts/Orcaella_brevirostris/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The account identifies river mouths, deltas, rivers, and freshwater lakes as occupied habitat.",site:animaldiversity.org/accounts/Orcaella_brevirostris Irrawaddy dolphin behavior habitat,Animal Diversity Web exact species account for Orcaella brevirostris,https://animaldiversity.org/accounts/Orcaella_brevirostris/,true,1,BRD_IRRAWADDY_DOLPHIN
EVD_JRN_R01_B01_SPC_ORCINUS_ORCA_PERSONALITY_ID_001,SPC_ORCINUS_ORCA,personalityId,R01_B01,JRN_R01_B01_SPC_ORCINUS_ORCA_PERSONALITY_ID_001,2026-08-19T18:19:37Z,true,https://www.fisheries.noaa.gov/species/killer-whale/science?page=0,Killer Whale: Science,"Life History, lines 517-518 and 709-712",Killer whales often use coordinated hunting strategies and work as a team to catch prey.,Killer whale pods cooperate in coordinated hunts.,"NOAA explicitly describes team-based coordinated hunting by pods, directly matching cooperative hunting.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_ORCINUS_ORCA_PERSONALITY_ID_001,SRC_R01_B01_072,NOAA Fisheries,National Oceanic and Atmospheric Administration,https://www.fisheries.noaa.gov/species/killer-whale/science?page=0,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Killer whales often use coordinated hunting strategies and work as a team to catch prey.,site:fisheries.noaa.gov/species/killer-whale coordinated hunting habitat,NOAA Fisheries Killer Whale science page,https://www.fisheries.noaa.gov/species/killer-whale/science?page=0,true,1,BRD_KILLER_WHALE
EVD_JRN_R01_B01_SPC_ORCINUS_ORCA_TERRAIN_BROAD_001,SPC_ORCINUS_ORCA,terrainBroad,R01_B01,JRN_R01_B01_SPC_ORCINUS_ORCA_TERRAIN_BROAD_001,2026-08-19T18:19:37Z,true,https://www.fisheries.noaa.gov/species/killer-whale/science?page=0,Killer Whale: Science,"Where They Live, lines 519-521",The species occurs in all oceans and uses both offshore and coastal nearshore waters.,Killer whales inhabit oceanic and coastal marine waters.,"Killer whales inhabit oceanic and coastal marine waters. Normalized only to controlled terrainBroad tokens: OCEAN, COASTAL.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_ORCINUS_ORCA_TERRAIN_BROAD_001,SRC_R01_B01_072,NOAA Fisheries,National Oceanic and Atmospheric Administration,https://www.fisheries.noaa.gov/species/killer-whale/science?page=0,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,The species occurs in all oceans and uses both offshore and coastal nearshore waters.,site:fisheries.noaa.gov/species/killer-whale coordinated hunting habitat,NOAA Fisheries Killer Whale science page,https://www.fisheries.noaa.gov/species/killer-whale/science?page=0,true,1,BRD_KILLER_WHALE
EVD_JRN_R01_B01_SPC_ORCINUS_ORCA_TERRAIN_SPECIFIC_001,SPC_ORCINUS_ORCA,terrainSpecific,R01_B01,JRN_R01_B01_SPC_ORCINUS_ORCA_TERRAIN_SPECIFIC_001,2026-08-19T18:19:37Z,true,https://www.fisheries.noaa.gov/species/killer-whale/science?page=0,Killer Whale: Science,"Where They Live, lines 519-521",Offshore communities often occur more than nine miles offshore.,Documented habitat includes offshore pelagic waters.,Documented habitat includes offshore pelagic waters. Normalized only to controlled terrainSpecific tokens: PELAGIC.,BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_ORCINUS_ORCA_TERRAIN_SPECIFIC_001,SRC_R01_B01_072,NOAA Fisheries,National Oceanic and Atmospheric Administration,https://www.fisheries.noaa.gov/species/killer-whale/science?page=0,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Offshore communities often occur more than nine miles offshore.,site:fisheries.noaa.gov/species/killer-whale coordinated hunting habitat,NOAA Fisheries Killer Whale science page,https://www.fisheries.noaa.gov/species/killer-whale/science?page=0,true,1,BRD_KILLER_WHALE
EVD_JRN_R01_B01_SPC_PAGODROMA_NIVEA_PERSONALITY_ID_001,SPC_PAGODROMA_NIVEA,personalityId,R01_B01,JRN_R01_B01_SPC_PAGODROMA_NIVEA_PERSONALITY_ID_001,2026-08-19T18:20:37Z,true,https://www.antarctica.gov.au/about-antarctica/animals/flying-birds/petrels-and-shearwaters/snow-petrel/,Snow petrel,"Breeding, lines 314-316",A pebble-lined scrape holds one egg incubated for 41–49 days; the chick is then brooded and remains in the nest seven weeks.,Snow petrels maintain a protected nest and perform sustained egg and chick care.,"The account documents nest construction, prolonged incubation, brooding, and chick attendance, directly supporting nest duty.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_PAGODROMA_NIVEA_PERSONALITY_ID_001,SRC_R01_B01_059,Australian Antarctic Program,"Australian Antarctic Division, Australian Government",https://www.antarctica.gov.au/about-antarctica/animals/flying-birds/petrels-and-shearwaters/snow-petrel/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,A pebble-lined scrape holds one egg incubated for 41–49 days; the chick is then brooded and remains in the nest seven weeks.,Pagodroma nivea snow petrel behavior habitat Australian Antarctic Program,Australian Antarctic Program exact species page,https://www.antarctica.gov.au/about-antarctica/animals/flying-birds/petrels-and-shearwaters/snow-petrel/,true,1,BRD_SNOW_PETREL
EVD_JRN_R01_B01_SPC_PAGODROMA_NIVEA_TERRAIN_BROAD_001,SPC_PAGODROMA_NIVEA,terrainBroad,R01_B01,JRN_R01_B01_SPC_PAGODROMA_NIVEA_TERRAIN_BROAD_001,2026-08-19T18:20:37Z,true,https://www.antarctica.gov.au/about-antarctica/animals/flying-birds/petrels-and-shearwaters/snow-petrel/,Snow petrel,"Distribution and abundance, lines 306-311","The species is almost entirely restricted to cold Antarctic waters, pack ice, icebergs and ice floes, with colonies often near the sea.","Snow petrels occupy Antarctic ocean, ice, and coastal environments.","Snow petrels occupy Antarctic ocean, ice, and coastal environments. Normalized only to controlled terrainBroad tokens: OCEAN, POLAR_ICE, COASTAL.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_PAGODROMA_NIVEA_TERRAIN_BROAD_001,SRC_R01_B01_059,Australian Antarctic Program,"Australian Antarctic Division, Australian Government",https://www.antarctica.gov.au/about-antarctica/animals/flying-birds/petrels-and-shearwaters/snow-petrel/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The species is almost entirely restricted to cold Antarctic waters, pack ice, icebergs and ice floes, with colonies often near the sea.",Pagodroma nivea snow petrel behavior habitat Australian Antarctic Program,Australian Antarctic Program exact species page,https://www.antarctica.gov.au/about-antarctica/animals/flying-birds/petrels-and-shearwaters/snow-petrel/,true,1,BRD_SNOW_PETREL
EVD_JRN_R01_B01_SPC_PAGODROMA_NIVEA_TERRAIN_SPECIFIC_001,SPC_PAGODROMA_NIVEA,terrainSpecific,R01_B01,JRN_R01_B01_SPC_PAGODROMA_NIVEA_TERRAIN_SPECIFIC_001,2026-08-19T18:20:37Z,true,https://www.antarctica.gov.au/about-antarctica/animals/flying-birds/petrels-and-shearwaters/snow-petrel/,Snow petrel,"Distribution and abundance, lines 308-311",Snow petrels associate with pack ice and nest colonially on cliffs.,Documented specific habitats include pack ice and cliffs.,"Documented specific habitats include pack ice and cliffs. Normalized only to controlled terrainSpecific tokens: PACK_ICE, CLIFF.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_PAGODROMA_NIVEA_TERRAIN_SPECIFIC_001,SRC_R01_B01_059,Australian Antarctic Program,"Australian Antarctic Division, Australian Government",https://www.antarctica.gov.au/about-antarctica/animals/flying-birds/petrels-and-shearwaters/snow-petrel/,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,Snow petrels associate with pack ice and nest colonially on cliffs.,Pagodroma nivea snow petrel behavior habitat Australian Antarctic Program,Australian Antarctic Program exact species page,https://www.antarctica.gov.au/about-antarctica/animals/flying-birds/petrels-and-shearwaters/snow-petrel/,true,1,BRD_SNOW_PETREL
EVD_JRN_R01_B01_SPC_PAGOPHILA_EBURNEA_PERSONALITY_ID_001,SPC_PAGOPHILA_EBURNEA,personalityId,R01_B01,JRN_R01_B01_SPC_PAGOPHILA_EBURNEA_PERSONALITY_ID_001,2026-08-19T18:20:38Z,true,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/ivory-gull-2023.html,Ivory Gull (Pagophila eburnea): COSEWIC assessment and status report 2023,"Movement, migration, and dispersal, lines 690-694","Ivory Gulls travel large distances between breeding and wintering areas, following changing ice edges.",Ivory Gulls undertake long-distance seasonal migration guided by sea-ice distribution.,"The assessment documents long-distance, seasonally timed movement between breeding and wintering areas that tracks changing sea ice, directly matching migration purpose.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_PAGOPHILA_EBURNEA_PERSONALITY_ID_001,SRC_R01_B01_065,Committee on the Status of Endangered Wildlife in Canada,Government of Canada,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/ivory-gull-2023.html,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Ivory Gulls travel large distances between breeding and wintering areas, following changing ice edges.",Pagophila eburnea ivory gull behavior habitat authoritative species account,Government of Canada COSEWIC Ivory Gull assessment and status report 2023,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/ivory-gull-2023.html,true,1,BRD_IVORY_GULL
EVD_JRN_R01_B01_SPC_PAGOPHILA_EBURNEA_TERRAIN_BROAD_001,SPC_PAGOPHILA_EBURNEA,terrainBroad,R01_B01,JRN_R01_B01_SPC_PAGOPHILA_EBURNEA_TERRAIN_BROAD_001,2026-08-19T18:20:38Z,true,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/ivory-gull-2023.html,Ivory Gull (Pagophila eburnea): COSEWIC assessment and status report 2023,"Winter habitat, lines 687-689","The species spends most winter over sea ice, using leads, polynyas, and ice edges over marine waters.","Ivory Gulls occupy Arctic ocean and polar-ice habitats, commonly along coastal and ice-edge routes.","Ivory Gulls occupy Arctic ocean and polar-ice habitats, commonly along coastal and ice-edge routes. Normalized only to controlled terrainBroad tokens: OCEAN, POLAR_ICE, COASTAL.",BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_PAGOPHILA_EBURNEA_TERRAIN_BROAD_001,SRC_R01_B01_065,Committee on the Status of Endangered Wildlife in Canada,Government of Canada,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/ivory-gull-2023.html,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"The species spends most winter over sea ice, using leads, polynyas, and ice edges over marine waters.",Pagophila eburnea ivory gull behavior habitat authoritative species account,Government of Canada COSEWIC Ivory Gull assessment and status report 2023,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/ivory-gull-2023.html,true,1,BRD_IVORY_GULL
EVD_JRN_R01_B01_SPC_PAGOPHILA_EBURNEA_TERRAIN_SPECIFIC_001,SPC_PAGOPHILA_EBURNEA,terrainSpecific,R01_B01,JRN_R01_B01_SPC_PAGOPHILA_EBURNEA_TERRAIN_SPECIFIC_001,2026-08-19T18:20:38Z,true,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/ivory-gull-2023.html,Ivory Gull (Pagophila eburnea): COSEWIC assessment and status report 2023,"Winter habitat, lines 687-689","Ivory Gulls spend about 90 percent of winter over sea ice, including dense pack ice.",Pack ice is a core documented habitat.,Pack ice is a core documented habitat. Normalized only to controlled terrainSpecific tokens: PACK_ICE.,BATCH_RESEARCH,CIT_JRN_R01_B01_SPC_PAGOPHILA_EBURNEA_TERRAIN_SPECIFIC_001,SRC_R01_B01_065,Committee on the Status of Endangered Wildlife in Canada,Government of Canada,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/ivory-gull-2023.html,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE,"Ivory Gulls spend about 90 percent of winter over sea ice, including dense pack ice.",Pagophila eburnea ivory gull behavior habitat authoritative species account,Government of Canada COSEWIC Ivory Gull assessment and status report 2023,https://www.canada.ca/en/environment-climate-change/services/species-risk-public-registry/cosewic-assessments-status-reports/ivory-gull-2023.html,true,1,BRD_IVORY_GULL
