poiId,simulatorName,atlasName,classification,simulatorBefore,activeAtlas,databaseAfter,fieldsChanged,authorityUsed,notes
"POI-031","Eastern Monsoon Jungle","Eastern Monsoon Jungle","EXACT_MATCH","{""poiType"":""JUNGLE"",""latitude"":-15.216355,""longitude"":-99.392458,""siteId"":""SITE-118"",""regionId"":""R17"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0434"",""primaryBiomeId"":""BIOME-CLASS-SAVANNA_WARM_GRASSLAND""}","{""poiType"":""JUNGLE"",""latitude"":-15.216355,""longitude"":-99.392458,""regionId"":""R17""}","{""poiType"":""JUNGLE"",""latitude"":-15.216355,""longitude"":-99.392458,""siteId"":""SITE-118"",""regionId"":""R17"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0434"",""primaryBiomeId"":""BIOME-CLASS-SAVANNA_WARM_GRASSLAND"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-032","Southwestern Emerald Jungle","Southwestern Emerald Jungle","EXACT_MATCH","{""poiType"":""JUNGLE"",""latitude"":-24.80189,""longitude"":-29.140077,""siteId"":""SITE-130"",""regionId"":""R19"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1367"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE""}","{""poiType"":""JUNGLE"",""latitude"":-24.80189,""longitude"":-29.140077,""regionId"":""R19""}","{""poiType"":""JUNGLE"",""latitude"":-24.80189,""longitude"":-29.140077,""siteId"":""SITE-130"",""regionId"":""R19"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1367"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-033","Eastern Red Badlands","Eastern Red Badlands","EXACT_MATCH","{""poiType"":""BADLANDS"",""latitude"":14.939025,""longitude"":77.248603,""siteId"":""SITE-092"",""regionId"":""R14"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0413"",""primaryBiomeId"":""BIOME-SWATH-0217""}","{""poiType"":""BADLANDS"",""latitude"":14.939025,""longitude"":77.248603,""regionId"":""R14""}","{""poiType"":""BADLANDS"",""latitude"":14.939025,""longitude"":77.248603,""siteId"":""SITE-092"",""regionId"":""R14"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0413"",""primaryBiomeId"":""BIOME-SWATH-0217"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-034","Central Broken Badlands","Central Broken Badlands","EXACT_MATCH","{""poiType"":""BADLANDS"",""latitude"":28.835938,""longitude"":96.898438,""siteId"":""SITE-087"",""regionId"":""R13"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1047"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA""}","{""poiType"":""BADLANDS"",""latitude"":28.835938,""longitude"":96.898438,""regionId"":""R13""}","{""poiType"":""BADLANDS"",""latitude"":28.835938,""longitude"":96.898438,""siteId"":""SITE-087"",""regionId"":""R13"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1047"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-035","Western Heatherlands","Western Heatherlands","EXACT_MATCH","{""poiType"":""HEATHERLANDS"",""latitude"":48.375,""longitude"":-134.65625,""siteId"":""SITE-012"",""regionId"":""R02"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-2171"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN""}","{""poiType"":""HEATHERLANDS"",""latitude"":48.375,""longitude"":-134.65625,""regionId"":""R02""}","{""poiType"":""HEATHERLANDS"",""latitude"":48.375,""longitude"":-134.65625,""siteId"":""SITE-012"",""regionId"":""R02"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-2171"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-036","Highcourt Shadow Forest","Highcourt Shadow Forest","EXACT_MATCH","{""poiType"":""SHADOW_FOREST"",""latitude"":20.508091,""longitude"":-91.580353,""siteId"":""SITE-041"",""regionId"":""R06"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0920"",""primaryBiomeId"":""BIOME-CLASS-SHADOW_FOREST""}","{""poiType"":""SHADOW_FOREST"",""latitude"":20.508091,""longitude"":-91.580353,""regionId"":""R06""}","{""poiType"":""SHADOW_FOREST"",""latitude"":20.508091,""longitude"":-91.580353,""siteId"":""SITE-041"",""regionId"":""R06"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0920"",""primaryBiomeId"":""BIOME-CLASS-SHADOW_FOREST"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-037","Northwestern Long Steppe","Northwestern Long Steppe","EXACT_MATCH","{""poiType"":""STEPPE"",""latitude"":16.842925,""longitude"":-63.925236,""siteId"":""SITE-045"",""regionId"":""R07"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0448"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE""}","{""poiType"":""STEPPE"",""latitude"":16.842925,""longitude"":-63.925236,""regionId"":""R07""}","{""poiType"":""STEPPE"",""latitude"":16.842925,""longitude"":-63.925236,""siteId"":""SITE-045"",""regionId"":""R07"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0448"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-038","Northern Cold Steppe","Northern Cold Steppe","EXACT_MATCH","{""poiType"":""STEPPE"",""latitude"":60.881,""longitude"":25.825,""siteId"":""SITE-104"",""regionId"":""R15"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-2828"",""primaryBiomeId"":""BIOME-CLASS-DESERT_BADLANDS""}","{""poiType"":""STEPPE"",""latitude"":60.881,""longitude"":25.825,""regionId"":""R15""}","{""poiType"":""STEPPE"",""latitude"":60.881,""longitude"":25.825,""siteId"":""SITE-104"",""regionId"":""R15"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-2828"",""primaryBiomeId"":""BIOME-CLASS-DESERT_BADLANDS"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-039","Southwestern Spine Range","Southwestern Spine Range","EXACT_MATCH","{""poiType"":""MOUNTAIN_RANGE"",""latitude"":-28.105205,""longitude"":-69.234563,""siteId"":""SITE-123"",""regionId"":""R18"",""surfaceType"":""LAND"",""hostFeatureId"":""MOUNTAIN-RANGE-008"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN""}","{""poiType"":""MOUNTAIN_RANGE"",""latitude"":-28.105205,""longitude"":-69.234563,""regionId"":""R18""}","{""poiType"":""MOUNTAIN_RANGE"",""latitude"":-28.105205,""longitude"":-69.234563,""siteId"":""SITE-123"",""regionId"":""R18"",""surfaceType"":""LAND"",""hostFeatureId"":""MOUNTAIN-RANGE-008"",""primaryBiomeId"":""BIOME-CLASS-ALPINE_MOUNTAIN"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-040","Northwestern Great Lake","Northwestern Great Lake","EXACT_MATCH","{""poiType"":""LAKE"",""latitude"":42.076625,""longitude"":-80.302596,""siteId"":""SITE-023"",""regionId"":""R04"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""WATER-NW-01"",""primaryBiomeId"":""BIOME-SWATH-1886""}","{""poiType"":""LAKE"",""latitude"":42.076625,""longitude"":-80.302596,""regionId"":""R04""}","{""poiType"":""LAKE"",""latitude"":42.076625,""longitude"":-80.302596,""siteId"":""SITE-023"",""regionId"":""R04"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""WATER-NW-01"",""primaryBiomeId"":""BIOME-SWATH-1886"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-041","Eastern Great Lake","Eastern Great Lake","EXACT_MATCH","{""poiType"":""LAKE"",""latitude"":56.014192,""longitude"":60.415407,""siteId"":""SITE-071"",""regionId"":""R11"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""WATER-EA-01"",""primaryBiomeId"":""BIOME-SWATH-2883""}","{""poiType"":""LAKE"",""latitude"":56.014192,""longitude"":60.415407,""regionId"":""R11""}","{""poiType"":""LAKE"",""latitude"":56.014192,""longitude"":60.415407,""siteId"":""SITE-071"",""regionId"":""R11"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""WATER-EA-01"",""primaryBiomeId"":""BIOME-SWATH-2883"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-042","Northeast Wetland Feeder River","Northeast Wetland Feeder River","EXACT_MATCH","{""poiType"":""RIVER"",""latitude"":53.581405,""longitude"":-97.758628,""siteId"":""SITE-004"",""regionId"":""R01"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0001"",""primaryBiomeId"":""BIOME-CLASS-TEMPERATE_DENSE_FOREST""}","{""poiType"":""RIVER"",""latitude"":53.581405,""longitude"":-97.758628,""regionId"":""R01""}","{""poiType"":""RIVER"",""latitude"":53.581405,""longitude"":-97.758628,""siteId"":""SITE-004"",""regionId"":""R01"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0001"",""primaryBiomeId"":""BIOME-CLASS-TEMPERATE_DENSE_FOREST"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-043","Eastern Wetland Outflow","Eastern Wetland Outflow","EXACT_MATCH","{""poiType"":""RIVER"",""latitude"":48.498128,""longitude"":-65.690746,""siteId"":""SITE-026"",""regionId"":""R04"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0002"",""primaryBiomeId"":""BIOME-CLASS-TEMPERATE_DENSE_FOREST""}","{""poiType"":""RIVER"",""latitude"":48.498128,""longitude"":-65.690746,""regionId"":""R04""}","{""poiType"":""RIVER"",""latitude"":48.498128,""longitude"":-65.690746,""siteId"":""SITE-026"",""regionId"":""R04"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0002"",""primaryBiomeId"":""BIOME-CLASS-TEMPERATE_DENSE_FOREST"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-044","Waterfall River","Waterfall River","EXACT_MATCH","{""poiType"":""RIVER"",""latitude"":37.66776,""longitude"":-104.538846,""siteId"":""SITE-027"",""regionId"":""R04"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0003"",""primaryBiomeId"":""BIOME-CLASS-SHADOW_FOREST""}","{""poiType"":""RIVER"",""latitude"":37.66776,""longitude"":-104.538846,""regionId"":""R04""}","{""poiType"":""RIVER"",""latitude"":37.66776,""longitude"":-104.538846,""siteId"":""SITE-027"",""regionId"":""R04"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0003"",""primaryBiomeId"":""BIOME-CLASS-SHADOW_FOREST"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-045","Great Southbound River","Great Southbound River","EXACT_MATCH","{""poiType"":""RIVER"",""latitude"":14.679719,""longitude"":86.272997,""siteId"":""SITE-092"",""regionId"":""R14"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0004"",""primaryBiomeId"":""BIOME-SWATH-0217""}","{""poiType"":""RIVER"",""latitude"":14.679719,""longitude"":86.272997,""regionId"":""R14""}","{""poiType"":""RIVER"",""latitude"":14.679719,""longitude"":86.272997,""siteId"":""SITE-092"",""regionId"":""R14"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0004"",""primaryBiomeId"":""BIOME-SWATH-0217"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-046","Western Tributary River","Western Tributary River","EXACT_MATCH","{""poiType"":""RIVER"",""latitude"":19.958271,""longitude"":70.921467,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0005"",""primaryBiomeId"":""BIOME-SWATH-2274""}","{""poiType"":""RIVER"",""latitude"":19.958271,""longitude"":70.921467,""regionId"":""R11""}","{""poiType"":""RIVER"",""latitude"":19.958271,""longitude"":70.921467,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0005"",""primaryBiomeId"":""BIOME-SWATH-2274"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-047","Eastern Tributary River","Eastern Tributary River","EXACT_MATCH","{""poiType"":""RIVER"",""latitude"":25.479494,""longitude"":97.752337,""siteId"":""SITE-087"",""regionId"":""R13"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0006"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA""}","{""poiType"":""RIVER"",""latitude"":25.479494,""longitude"":97.752337,""regionId"":""R13""}","{""poiType"":""RIVER"",""latitude"":25.479494,""longitude"":97.752337,""siteId"":""SITE-087"",""regionId"":""R13"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0006"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-048","Southern Great River","Southern Great River","EXACT_MATCH","{""poiType"":""RIVER"",""latitude"":-51.339025,""longitude"":-50.280088,""siteId"":""SITE-158"",""regionId"":""R23"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0014"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE""}","{""poiType"":""RIVER"",""latitude"":-51.339025,""longitude"":-50.280088,""regionId"":""R23""}","{""poiType"":""RIVER"",""latitude"":-51.339025,""longitude"":-50.280088,""siteId"":""SITE-158"",""regionId"":""R23"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0014"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-049","Central Plains River","Central Plains River","EXACT_MATCH","{""poiType"":""RIVER"",""latitude"":-39.113585,""longitude"":-9.971625,""siteId"":""SITE-146"",""regionId"":""R21"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0016"",""primaryBiomeId"":""BIOME-CLASS-ICE_SNOW_GLACIER""}","{""poiType"":""RIVER"",""latitude"":-39.113585,""longitude"":-9.971625,""regionId"":""R21""}","{""poiType"":""RIVER"",""latitude"":-39.113585,""longitude"":-9.971625,""siteId"":""SITE-146"",""regionId"":""R21"",""surfaceType"":""SHALLOW_WATER"",""hostFeatureId"":""RIVER-SYS-0016"",""primaryBiomeId"":""BIOME-CLASS-ICE_SNOW_GLACIER"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-050","Northwestern Greatwood","Northwestern Greatwood","EXACT_MATCH","{""poiType"":""FOREST"",""latitude"":41.807353,""longitude"":-112.617362,""siteId"":""SITE-015"",""regionId"":""R03"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0608"",""primaryBiomeId"":""BIOME-SWATH-1351""}","{""poiType"":""FOREST"",""latitude"":41.807353,""longitude"":-112.617362,""regionId"":""R03""}","{""poiType"":""FOREST"",""latitude"":41.807353,""longitude"":-112.617362,""siteId"":""SITE-015"",""regionId"":""R03"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0608"",""primaryBiomeId"":""BIOME-SWATH-1351"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-051","Northwestern Shadowwood","Northwestern Shadowwood","EXACT_MATCH","{""poiType"":""FOREST"",""latitude"":20.508091,""longitude"":-91.580353,""siteId"":""SITE-041"",""regionId"":""R06"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0920"",""primaryBiomeId"":""BIOME-CLASS-SHADOW_FOREST""}","{""poiType"":""FOREST"",""latitude"":20.508091,""longitude"":-91.580353,""regionId"":""R06""}","{""poiType"":""FOREST"",""latitude"":20.508091,""longitude"":-91.580353,""siteId"":""SITE-041"",""regionId"":""R06"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0920"",""primaryBiomeId"":""BIOME-CLASS-SHADOW_FOREST"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-052","Eastern Crownwood","Eastern Crownwood","EXACT_MATCH","{""poiType"":""FOREST"",""latitude"":31.392139,""longitude"":58.582888,""siteId"":""SITE-074"",""regionId"":""R11"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0417"",""primaryBiomeId"":""BIOME-CLASS-SAVANNA_WARM_GRASSLAND""}","{""poiType"":""FOREST"",""latitude"":31.392139,""longitude"":58.582888,""regionId"":""R11""}","{""poiType"":""FOREST"",""latitude"":31.392139,""longitude"":58.582888,""siteId"":""SITE-074"",""regionId"":""R11"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0417"",""primaryBiomeId"":""BIOME-CLASS-SAVANNA_WARM_GRASSLAND"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-053","Southwestern Rainwood","Southwestern Rainwood","EXACT_MATCH","{""poiType"":""FOREST"",""latitude"":-24.80189,""longitude"":-29.140077,""siteId"":""SITE-130"",""regionId"":""R19"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1367"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE""}","{""poiType"":""FOREST"",""latitude"":-24.80189,""longitude"":-29.140077,""regionId"":""R19""}","{""poiType"":""FOREST"",""latitude"":-24.80189,""longitude"":-29.140077,""siteId"":""SITE-130"",""regionId"":""R19"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1367"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-054","Northern Amber Desert","Northern Amber Desert","EXACT_MATCH","{""poiType"":""DESERT"",""latitude"":56.246622,""longitude"":20.310811,""siteId"":""SITE-104"",""regionId"":""R15"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0182"",""primaryBiomeId"":""BIOME-CLASS-DESERT_BADLANDS""}","{""poiType"":""DESERT"",""latitude"":56.246622,""longitude"":20.310811,""regionId"":""R15""}","{""poiType"":""DESERT"",""latitude"":56.246622,""longitude"":20.310811,""siteId"":""SITE-104"",""regionId"":""R15"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0182"",""primaryBiomeId"":""BIOME-CLASS-DESERT_BADLANDS"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-055","Eastern Red Desert","Eastern Red Desert","EXACT_MATCH","{""poiType"":""DESERT"",""latitude"":28.835938,""longitude"":96.898438,""siteId"":""SITE-087"",""regionId"":""R13"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1047"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA""}","{""poiType"":""DESERT"",""latitude"":28.835938,""longitude"":96.898438,""regionId"":""R13""}","{""poiType"":""DESERT"",""latitude"":28.835938,""longitude"":96.898438,""siteId"":""SITE-087"",""regionId"":""R13"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1047"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-056","Central Sunwaste","Central Sunwaste","EXACT_MATCH","{""poiType"":""DESERT"",""latitude"":6.614945,""longitude"":69.397966,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1192"",""primaryBiomeId"":""BIOME-SWATH-2274""}","{""poiType"":""DESERT"",""latitude"":6.614945,""longitude"":69.397966,""regionId"":""R11""}","{""poiType"":""DESERT"",""latitude"":6.614945,""longitude"":69.397966,""siteId"":""SITE-073"",""regionId"":""R11"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-1192"",""primaryBiomeId"":""BIOME-SWATH-2274"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-057","Southeastern Drylands","Southeastern Drylands","EXACT_MATCH","{""poiType"":""DESERT"",""latitude"":-0.578713,""longitude"":102.169771,""siteId"":""SITE-107"",""regionId"":""R16"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0398"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA""}","{""poiType"":""DESERT"",""latitude"":-0.578713,""longitude"":102.169771,""regionId"":""R16""}","{""poiType"":""DESERT"",""latitude"":-0.578713,""longitude"":102.169771,""siteId"":""SITE-107"",""regionId"":""R16"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0398"",""primaryBiomeId"":""BIOME-CLASS-WETLAND_DELTA"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
"POI-058","Westwind Grasslands","Westwind Grasslands","EXACT_MATCH","{""poiType"":""GRASSLAND"",""latitude"":40.047822,""longitude"":-127.383937,""siteId"":""SITE-009"",""regionId"":""R02"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0383"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE""}","{""poiType"":""GRASSLAND"",""latitude"":40.047822,""longitude"":-127.383937,""regionId"":""R02""}","{""poiType"":""GRASSLAND"",""latitude"":40.047822,""longitude"":-127.383937,""siteId"":""SITE-009"",""regionId"":""R02"",""surfaceType"":""LAND"",""hostFeatureId"":""BIOME-SWATH-0383"",""primaryBiomeId"":""BIOME-CLASS-GRASSLAND_STEPPE"",""placementStatus"":""AUTHORITATIVE"",""spatialAuthorityId"":""EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2""}","[]","EIDOLON_PUBLIC_3D_ATLAS_e760e7cd01c283d7a0e2",""
